date,slot,time_interval,issue_hour,issue_datetime,target_end,price_yuan_per_kwh,load_actual_kw,pv_actual_kw,load_forecast_kw,pv_forecast_kw,buffer_kw,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-01,10,01:40-01:50,0,2025-01-01 00:00:00,2025-01-01 01:50:00,0.4333000000,3694.6613000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,615.7768833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1334.0806177417,1334.0806177417
2025-01-01,11,01:50-02:00,0,2025-01-01 00:00:00,2025-01-01 02:00:00,0.4311000000,4064.7300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,677.4550000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1460.2542525000,1460.2542525000
2025-01-01,12,02:00-02:10,0,2025-01-01 00:00:00,2025-01-01 02:10:00,0.4293000000,3810.6710000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,635.1118333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1363.2675502500,1363.2675502500
2025-01-01,13,02:10-02:20,0,2025-01-01 00:00:00,2025-01-01 02:20:00,0.4324000000,3844.9495000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,640.8249166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1385.4634698333,1385.4634698333
2025-01-01,14,02:20-02:30,0,2025-01-01 00:00:00,2025-01-01 02:30:00,0.4367000000,4234.6200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,705.7700000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1541.0487950000,1541.0487950000
2025-01-01,15,02:30-02:40,0,2025-01-01 00:00:00,2025-01-01 02:40:00,0.4348000000,4109.9755000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,684.9959166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1489.1811228333,1489.1811228333
2025-01-01,16,02:40-02:50,0,2025-01-01 00:00:00,2025-01-01 02:50:00,0.4335000000,3996.8945000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,666.1490833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1443.8781381250,1443.8781381250
2025-01-01,17,02:50-03:00,0,2025-01-01 00:00:00,2025-01-01 03:00:00,0.4357000000,4102.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,683.6983333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1489.4368191667,1489.4368191667
2025-01-01,18,03:00-03:10,0,2025-01-01 00:00:00,2025-01-01 03:10:00,0.4374000000,4086.0577000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,681.0096166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1489.3680316500,1489.3680316500
2025-01-01,19,03:10-03:20,0,2025-01-01 00:00:00,2025-01-01 03:20:00,0.4371000000,4133.7626000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,688.9604333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1505.7230270500,1505.7230270500
2025-01-01,20,03:20-03:30,0,2025-01-01 00:00:00,2025-01-01 03:30:00,0.4356000000,4179.1800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,696.5300000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1517.0423400000,1517.0423400000
2025-01-01,21,03:30-03:40,0,2025-01-01 00:00:00,2025-01-01 03:40:00,0.4353000000,3953.3711000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,658.8951833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1434.0853665250,1434.0853665250
2025-01-01,22,03:40-03:50,0,2025-01-01 00:00:00,2025-01-01 03:50:00,0.4360000000,3910.7496000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,651.7916000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1420.9056880000,1420.9056880000
2025-01-01,23,03:50-04:00,0,2025-01-01 00:00:00,2025-01-01 04:00:00,0.4378000000,4099.3100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,683.2183333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1495.5649316667,1495.5649316667
2025-01-01,24,04:00-04:10,0,2025-01-01 00:00:00,2025-01-01 04:10:00,0.4401000000,4123.8623000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,687.3103833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1512.4264985250,1512.4264985250
2025-01-01,25,04:10-04:20,0,2025-01-01 00:00:00,2025-01-01 04:20:00,0.4389000000,4169.0068000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,694.8344666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1524.8142371000,1524.8142371000
2025-01-01,26,04:20-04:30,0,2025-01-01 00:00:00,2025-01-01 04:30:00,0.4364000000,4260.2400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,710.0400000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1549.3072800000,1549.3072800000
2025-01-01,27,04:30-04:40,0,2025-01-01 00:00:00,2025-01-01 04:40:00,0.4393000000,4217.2222000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,702.8703666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1543.8547603833,1543.8547603833
2025-01-01,28,04:40-04:50,0,2025-01-01 00:00:00,2025-01-01 04:50:00,0.4422000000,4261.8570000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,710.3095000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1570.4943045000,1570.4943045000
2025-01-01,29,04:50-05:00,0,2025-01-01 00:00:00,2025-01-01 05:00:00,0.4395000000,4341.9000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,723.6500000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1590.2208750000,1590.2208750000
2025-01-01,30,05:00-05:10,0,2025-01-01 00:00:00,2025-01-01 05:10:00,0.4333000000,4208.2208000000,0.0021000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,701.3697833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1519.5176355917,1519.5176355917
2025-01-01,31,05:10-05:20,0,2025-01-01 00:00:00,2025-01-01 05:20:00,0.4439000000,4302.1233000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,717.0205500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1591.4271107250,1591.4271107250
2025-01-01,32,05:20-05:30,0,2025-01-01 00:00:00,2025-01-01 05:30:00,0.4301000000,4456.5900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,742.7650000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1597.3161325000,1597.3161325000
2025-01-01,33,05:30-05:40,0,2025-01-01 00:00:00,2025-01-01 05:40:00,0.3713000000,4148.6370000000,0.0299000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,691.4345166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1283.6481801917,1283.6481801917
2025-01-01,34,05:40-05:50,0,2025-01-01 00:00:00,2025-01-01 05:50:00,0.5708000000,4498.1333000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,749.6888833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2139.6120730333,2139.6120730333
2025-01-01,35,05:50-06:00,0,2025-01-01 00:00:00,2025-01-01 06:00:00,0.9099000000,5369.3800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,894.8966666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4071.3323850000,4071.3323850000
2025-01-01,36,06:00-06:10,6,2025-01-01 06:00:00,2025-01-01 06:10:00,0.9368000000,5440.8991000000,0.4169000000,0.0000000000,0.5153166667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,906.7470333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4247.2031041333,4247.2031041333
2025-01-01,37,06:10-06:20,6,2025-01-01 06:00:00,2025-01-01 06:20:00,0.8758000000,5316.8930000000,0.0000000000,0.0000000000,1.0306333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,886.1488333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3880.4457411667,3880.4457411667
2025-01-01,38,06:20-06:30,6,2025-01-01 06:00:00,2025-01-01 06:30:00,0.8759000000,5399.8200000000,0.0000000000,0.0000000000,1.5459500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,899.9700000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3941.4186150000,3941.4186150000
2025-01-01,39,06:30-06:40,6,2025-01-01 06:00:00,2025-01-01 06:40:00,0.8601000000,5447.4007000000,5.8062000000,0.0000000000,2.0612666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,906.9324166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3900.2628578750,3900.2628578750
2025-01-01,40,06:40-06:50,6,2025-01-01 06:00:00,2025-01-01 06:50:00,0.8442000000,5444.4010000000,0.0000000000,0.0000000000,2.5765833333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,907.4001666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3830.1361035000,3830.1361035000
2025-01-01,41,06:50-07:00,6,2025-01-01 06:00:00,2025-01-01 07:00:00,0.8334000000,5433.6300000000,3.0750000000,0.0000000000,3.0919000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,905.0925000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3771.5204475000,3771.5204475000
2025-01-01,42,07:00-07:10,6,2025-01-01 06:00:00,2025-01-01 07:10:00,0.8092000000,5449.2818000000,175.7953000000,0.0000000000,267.3739000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,878.9144166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3556.0877298333,3556.0877298333
2025-01-01,43,07:10-07:20,6,2025-01-01 06:00:00,2025-01-01 07:20:00,0.7972000000,5510.0042000000,421.4960000000,0.0000000000,531.6559000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,848.0847000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3380.4656142000,3380.4656142000
2025-01-01,44,07:20-07:30,6,2025-01-01 06:00:00,2025-01-01 07:30:00,0.7644000000,5476.0000000000,677.1000000000,0.0000000000,795.9379000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,799.8166666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3056.8993000000,3056.8993000000
2025-01-01,45,07:30-07:40,6,2025-01-01 06:00:00,2025-01-01 07:40:00,0.6899000000,5329.4215000000,950.8112000000,0.0000000000,1060.2199000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,729.7683833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2517.3360383083,2517.3360383083
2025-01-01,46,07:40-07:50,6,2025-01-01 06:00:00,2025-01-01 07:50:00,0.8600000000,6084.1163000000,1255.5705000000,0.0000000000,1324.5019000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,804.7576333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3460.4578233333,3460.4578233333
2025-01-01,47,07:50-08:00,6,2025-01-01 06:00:00,2025-01-01 08:00:00,1.1617000000,7316.0000000000,1592.2875000000,0.0000000000,1588.7839000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,953.9520833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,5541.0306760417,5541.0306760417
2025-01-01,48,08:00-08:10,6,2025-01-01 06:00:00,2025-01-01 08:10:00,1.1683000000,7469.4947000000,1937.5212000000,0.0000000000,1873.6514666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,921.9955833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,5385.8372000417,5385.8372000417
2025-01-01,49,08:10-08:20,6,2025-01-01 06:00:00,2025-01-01 08:20:00,1.0956000000,7225.6910000000,2225.1261000000,0.0000000000,2158.5190333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,833.4274833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4565.5157537000,4565.5157537000
2025-01-01,50,08:20-08:30,6,2025-01-01 06:00:00,2025-01-01 08:30:00,1.0849000000,7216.1300000000,2490.1125000000,0.0000000000,2443.3866000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,787.6695833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4272.7136547917,4272.7136547917
2025-01-01,51,08:30-08:40,6,2025-01-01 06:00:00,2025-01-01 08:40:00,1.0610000000,7361.7004000000,2826.3146000000,0.0000000000,2728.2541666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,755.8976333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4010.0369448333,4010.0369448333
2025-01-01,52,08:40-08:50,6,2025-01-01 06:00:00,2025-01-01 08:50:00,1.0430000000,7275.5130000000,3122.1315000000,0.0000000000,3013.1217333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,692.2302500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3609.9807537500,3609.9807537500
2025-01-01,53,08:50-09:00,6,2025-01-01 06:00:00,2025-01-01 09:00:00,1.0360000000,7077.2900000000,3350.9625000000,0.0000000000,3297.9893000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,621.0545833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3217.0627416667,3217.0627416667
2025-01-01,54,09:00-09:10,6,2025-01-01 06:00:00,2025-01-01 09:10:00,1.0147000000,7221.8762000000,3601.7977000000,0.0000000000,3530.3623166667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,603.3464166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3061.0780449583,3061.0780449583
2025-01-01,55,09:10-09:20,6,2025-01-01 06:00:00,2025-01-01 09:20:00,0.9922000000,7229.5513000000,3875.6352000000,0.0000000000,3762.7353333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,558.9860166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2773.1296286833,2773.1296286833
2025-01-01,56,09:20-09:30,6,2025-01-01 06:00:00,2025-01-01 09:30:00,0.9700000000,7099.3300000000,4149.8250000000,0.0000000000,3995.1083500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,491.5841666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2384.1832083333,2384.1832083333
2025-01-01,57,09:30-09:40,6,2025-01-01 06:00:00,2025-01-01 09:40:00,0.9422000000,7297.1521000000,4403.4802000000,0.0000000000,4227.4813666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,482.2786500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2272.0147201500,2272.0147201500
2025-01-01,58,09:40-09:50,6,2025-01-01 06:00:00,2025-01-01 09:50:00,0.9569000000,7313.1756000000,4624.7505000000,0.0000000000,4459.8543833333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,448.0708500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2143.7949818250,2143.7949818250
2025-01-01,59,09:50-10:00,6,2025-01-01 06:00:00,2025-01-01 10:00:00,0.9977000000,7099.4600000000,4836.6375000000,0.0000000000,4692.2274000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,377.1370833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1881.3483402083,1881.3483402083
2025-01-01,60,10:00-10:10,6,2025-01-01 06:00:00,2025-01-01 10:10:00,0.9919000000,7125.5214000000,5080.7024000000,0.0000000000,4780.2544000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,340.8031666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1690.2133050833,1690.2133050833
2025-01-01,61,10:10-10:20,6,2025-01-01 06:00:00,2025-01-01 10:20:00,0.9588000000,7096.3104000000,5338.7528000000,0.0000000000,4868.2814000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,292.9262666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1404.2885224000,1404.2885224000
2025-01-01,62,10:20-10:30,6,2025-01-01 06:00:00,2025-01-01 10:30:00,0.9549000000,6986.1700000000,5494.7250000000,0.0000000000,4956.3084000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,248.5741666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1186.8173587500,1186.8173587500
2025-01-01,63,10:30-10:40,6,2025-01-01 06:00:00,2025-01-01 10:40:00,0.9839000000,7098.9702000000,5437.9778000000,0.0000000000,5044.3354000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,276.8320666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1361.8753519667,1361.8753519667
2025-01-01,64,10:40-10:50,6,2025-01-01 06:00:00,2025-01-01 10:50:00,0.7990000000,7193.9930000000,5396.2126000000,0.0000000000,5132.3624000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,299.6300666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1197.0221163333,1197.0221163333
2025-01-01,65,10:50-11:00,6,2025-01-01 06:00:00,2025-01-01 11:00:00,0.5025000000,7135.1800000000,5372.1000000000,0.0000000000,5220.3894000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,293.8466666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,738.2897500000,738.2897500000
2025-01-01,66,11:00-11:10,6,2025-01-01 06:00:00,2025-01-01 11:10:00,0.4662000000,7042.9470000000,5182.9722000000,0.0000000000,5196.7743666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,309.9958000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,722.6002098000,722.6002098000
2025-01-01,67,11:10-11:20,6,2025-01-01 06:00:00,2025-01-01 11:20:00,0.5007000000,7069.1675000000,5131.5011000000,0.0000000000,5173.1593333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,322.9444000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,808.4913054000,808.4913054000
2025-01-01,68,11:20-11:30,6,2025-01-01 06:00:00,2025-01-01 11:30:00,0.4827000000,7129.1700000000,5294.7750000000,0.0000000000,5149.5443000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,305.7325000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,737.8853887500,737.8853887500
2025-01-01,69,11:30-11:40,6,2025-01-01 06:00:00,2025-01-01 11:40:00,0.4785000000,6971.0393000000,5434.7444000000,0.0000000000,5125.9292666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,256.0491500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,612.5975913750,612.5975913750
2025-01-01,70,11:40-11:50,6,2025-01-01 06:00:00,2025-01-01 11:50:00,0.4662000000,6648.4937000000,5455.5011000000,0.0000000000,5102.3142333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,198.8321000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,463.4776251000,463.4776251000
