date,slot,time_end,price_fixed_yuan_per_kwh,load_q1_kw,price_volatile_yuan_per_kwh,load_actual_kw,pv_actual_kw,pv_forecast_q1_kw,pv_forecast_q3_latest_kw,issue_datetime
2025-01-01,56,09:30,0.97,5923.7828,1.2135,7099.33,4149.825,5788.4093,3995.10835,2025-01-01
2025-01-01,57,09:40,0.9422,5907.586,1.1586,7297.1521,4403.4802,6012.1304,4227.481366666667,2025-01-01
2025-01-01,58,09:50,0.9569,5899.1262,1.2464,7313.1756,4624.7505,6216.1528,4459.854383333333,2025-01-01
2025-01-01,59,10:00,0.9977,5902.2196,1.3947,7099.46,4836.6375,6409.5941,4692.2274,2025-01-01
2025-01-01,60,10:10,0.9919,5897.4793,1.3761,7125.5214,5080.7024,6599.3808,4780.2544,2025-01-01
2025-01-01,61,10:20,0.9588,5886.7568,1.3294,7096.3104,5338.7528,6766.7204,4868.2814,2025-01-01
2025-01-01,62,10:30,0.9549,5873.4708,1.3646,6986.17,5494.725,6914.5923,4956.3084,2025-01-01
2025-01-01,63,10:40,0.9839,5858.0308,1.4099,7098.9702,5437.9778,7064.2053,5044.3354,2025-01-01
2025-01-01,64,10:50,0.799,5844.9948,1.1773,7193.993,5396.2126,7197.4315,5132.3624,2025-01-01
2025-01-01,65,11:00,0.5025,5839.0587,0.806,7135.18,5372.1,7303.1142,5220.3894,2025-01-01
2025-01-01,66,11:10,0.4662,5838.7103,0.7483,7042.947,5182.9722,7387.6848,5196.7743666666665,2025-01-01
2025-01-01,67,11:20,0.5007,5823.4378,0.7981,7069.1675,5131.5011,7459.227,5173.159333333333,2025-01-01
2025-01-01,68,11:30,0.4827,5814.7932,0.7929,7129.17,5294.775,7520.7191,5149.5443,2025-01-01
2025-01-01,69,11:40,0.4785,5832.3951,0.7713,6971.0393,5434.7444,7568.2039,5125.929266666667,2025-01-01
2025-01-01,70,11:50,0.4662,5712.901,0.726,6648.4937,5455.5011,7592.1539,5102.3142333333335,2025-01-01
2025-01-01,71,12:00,0.4432,5519.4607,0.7133,6471.29,5331.7125,7601.0433,5331.7125,2025-01-01
2025-01-01,72,12:10,0.4411,5494.7907,0.8026,6681.1855,5126.6533,7612.316,5331.498716666666,2025-01-01
2025-01-01,73,12:20,0.4551,5514.4524,0.8183,6585.2714,5118.4895,7602.6524,5331.284933333333,2025-01-01
2025-01-01,74,12:30,0.4463,5485.829,0.7305,6283.97,5302.575,7554.1872,5331.07115,2025-01-01
2025-01-01,75,12:40,0.4113,5462.3628,0.712,6547.9322,5399.7996,7472.7384,5330.857366666666,2025-01-01
2025-01-01,76,12:50,0.5682,5566.1066,0.903,6747.6789,5377.6488,7393.4172,5330.6435833333335,2025-01-01
2025-01-01,77,13:00,0.8279,5725.7548,1.1525,6682.36,5261.8125,7312.7979,5330.4298,2025-01-01
2025-01-01,78,13:10,0.8636,5739.4957,1.1607,6790.9628,5097.6164,7194.541,5200.234483333334,2025-01-01
2025-01-01,79,13:20,0.8416,5714.6836,1.1437,6916.0165,5029.4534,7053.1371,5070.0391666666665,2025-01-01
2025-01-01,80,13:30,0.8618,5717.8505,1.1537,6834.78,5043.8625,6910.4064,4939.843849999999,2025-01-01
2025-01-01,81,13:40,0.8623,5708.2486,1.0571,6546.5252,4973.5844,6772.4075,4809.648533333333,2025-01-01
2025-01-01,82,13:50,0.9026,5696.9182,1.1423,6539.873,4769.7524,6607.36,4679.453216666667,2025-01-01
2025-01-01,83,14:00,0.9754,5692.2983,1.3627,6773.97,4478.625,6412.5085,4549.2579,2025-01-01
2025-01-01,84,14:10,1.0002,5687.1291,1.363,6736.8117,4209.3909,6214.0158,4351.970116666666,2025-01-01
2025-01-01,85,14:20,0.9978,5678.962,1.3215,6623.3813,4060.4316,6000.7112,4154.682333333333,2025-01-01
2025-01-01,86,14:30,1.0271,5669.4508,1.3884,6548.98,3934.425,5766.9816,3957.39455,2025-01-01
2025-01-01,87,14:40,1.0906,5664.1948,1.4736,6398.5627,3648.1229,5521.5066,3760.1067666666663,2025-01-01
2025-01-01,88,14:50,0.9376,5672.7011,1.2203,6196.5854,3431.0164,5268.781,3562.818983333333,2025-01-01
2025-01-01,89,15:00,0.6694,5682.2544,0.8295,6154.69,3327.3375,5009.7152,3365.5312,2025-01-01
2025-01-01,90,15:10,0.66,5669.0195,0.8782,6459.5818,3139.1175,4743.4484,3055.3119333333334,2025-01-01
2025-01-01,91,15:20,0.7217,5656.3651,0.974,6622.8857,2860.4253,4471.224,2745.0926666666664,2025-01-01
2025-01-01,92,15:30,0.7308,5657.0867,0.9257,6493.61,2505.0,4188.2025,2434.8734,2025-01-01
2025-01-01,93,15:40,0.7534,5662.6008,0.9368,6375.0516,2089.695,3889.3931,2124.6541333333334,2025-01-01
2025-01-01,94,15:50,0.7823,5669.2596,0.9885,6354.113,1762.1562,3594.5946,1814.4348666666665,2025-01-01
2025-01-01,95,16:00,0.8055,5673.4767,1.0236,6404.25,1525.8,3303.8878,1504.2156,2025-01-01
2025-01-01,96,16:10,0.8271,5671.0146,1.0256,6444.972,1249.2025,2998.4247,1253.9900333333333,2025-01-01
2025-01-01,97,16:20,0.8519,5661.5926,1.0518,6399.4586,968.2219,2687.4131,1003.7644666666666,2025-01-01
2025-01-01,98,16:30,0.8791,5665.8922,1.0918,6292.15,706.6125,2383.1779,753.5389,2025-01-01
2025-01-01,99,16:40,0.9024,5689.0372,1.0866,6236.9153,440.4383,2089.1246,503.3133333333333,2025-01-01
2025-01-01,100,16:50,0.9163,5603.6614,1.1196,6299.9437,180.885,1791.0829,253.08776666666654,2025-01-01
2025-01-01,101,17:00,0.9264,5466.7124,1.1821,6389.06,2.9625,1501.7283,2.8622,2025-01-01
2025-01-01,102,17:10,0.9462,5467.3939,1.1719,6325.1833,0.0,1255.1723,2.3851666666666667,2025-01-01
2025-01-01,103,17:20,0.9742,5464.727,1.1271,6169.4734,5.9578,1036.3323,1.9081333333333332,2025-01-01
2025-01-01,104,17:30,0.9862,5492.4458,1.1001,6191.99,0.0,836.7775,1.4311,2025-01-01
2025-01-01,105,17:40,0.976,5621.7308,1.1206,6464.5067,0.0,665.2313,0.9540666666666666,2025-01-01
2025-01-01,106,17:50,1.0742,5091.2126,1.2125,5764.0309,0.4277,516.6758,0.4770333333333334,2025-01-01
2025-01-01,107,18:00,1.2313,4208.5688,1.3246,4529.45,0.0,386.6731,0.0,2025-01-01
2025-01-01,108,18:10,1.2561,4122.7611,1.3543,4490.5328,0.0,275.7933,0.0,2025-01-01
2025-01-01,109,18:20,1.2447,4255.9358,1.2951,4644.0206,0.0307,182.9526,0.0,2025-01-01
2025-01-01,110,18:30,1.2545,4225.9524,1.2214,4469.21,0.0,108.3414,0.0,2025-01-01
2025-01-01,111,18:40,1.2522,4233.3384,1.2363,4470.465,0.0,54.3121,0.0,2025-01-01
2025-01-01,112,18:50,1.2881,4246.4625,1.3339,4510.8756,0.0022,18.6569,0.0,2025-01-01
2025-01-01,113,19:00,1.3466,4239.1795,1.4613,4486.17,0.0,0.2753,0.0,2025-01-01
2025-01-01,114,19:10,1.3523,4244.6684,1.5521,4471.7293,0.0,0.2296,0.0,2025-01-01
2025-01-01,115,19:20,1.3445,4251.9187,1.5622,4439.8235,0.0,0.6007,0.0,2025-01-01
2025-01-01,116,19:30,1.3483,4256.6813,1.5218,4387.19,0.0,0.0,0.0,2025-01-01
2025-01-01,117,19:40,1.349,4267.3947,1.5047,4347.9765,0.0,0.0,0.0,2025-01-01
2025-01-01,118,19:50,1.3473,4269.975,1.4843,4300.6345,0.0,0.0,0.0,2025-01-01
2025-01-01,119,20:00,1.3482,4268.6702,1.4695,4315.99,0.0,0.0,0.0,2025-01-01
2025-01-01,120,20:10,1.3513,4282.2245,1.4993,4483.2744,0.0,0.0,0.0,2025-01-01
2025-01-01,121,20:20,1.34,4291.7049,1.4946,4551.706,0.0,0.0,0.0,2025-01-01
2025-01-01,122,20:30,1.3489,4291.3611,1.5029,4499.8,0.0,0.0,0.0,2025-01-01
2025-01-01,123,20:40,1.3952,4293.9182,1.5993,4535.0935,0.0,0.0,0.0,2025-01-01
2025-01-01,124,20:50,1.2226,4295.2135,1.3716,4528.916,0.0,0.0,0.0,2025-01-01
2025-01-01,125,21:00,0.9332,4302.0307,0.9601,4483.51,0.0,0.0,0.0,2025-01-01
2025-01-01,126,21:10,0.9068,4320.9618,0.9485,4548.2302,0.0,0.0,0.0,2025-01-01
2025-01-01,127,21:20,0.9371,4302.3292,1.0064,4595.6841,0.0,0.0,0.0,2025-01-01
2025-01-01,128,21:30,0.9371,4322.6758,0.9622,4620.9,0.0,0.0,0.0,2025-01-01
2025-01-01,129,21:40,0.9871,4428.8083,0.947,4653.7148,0.0,0.0,0.0,2025-01-01
2025-01-01,130,21:50,0.7764,4030.1614,0.7428,4131.9845,0.0,0.0,0.0,2025-01-01
2025-01-01,131,22:00,0.4209,3362.7419,0.4482,3363.0,0.0,0.0,0.0,2025-01-01
2025-01-01,132,22:10,0.3859,3309.3934,0.4243,3305.7588,0.0,0.0,0.0,2025-01-01
2025-01-01,133,22:20,0.4368,3412.9563,0.4595,3470.932,0.0,0.0,0.0,2025-01-01
2025-01-01,134,22:30,0.4198,3381.9313,0.4384,3521.37,0.0,0.0,0.0,2025-01-01
2025-01-01,135,22:40,0.4186,3386.5592,0.4506,3561.5279,0.0,0.0,0.0,2025-01-01
2025-01-01,136,22:50,0.4241,3400.4846,0.4362,3386.068,0.0,0.0,0.0,2025-01-01
2025-01-01,137,23:00,0.4237,3399.2426,0.4111,3289.99,0.0,0.0,0.0,2025-01-01
2025-01-01,138,23:10,0.4248,3406.9809,0.459,3774.2552,0.0,0.0,0.0,2025-01-01
2025-01-01,139,23:20,0.424,3416.1518,0.4759,3883.62,0.0,0.0,0.0,2025-01-01
2025-01-01,140,23:30,0.422,3421.9811,0.4314,3525.14,0.0,0.0,0.0,2025-01-01
2025-01-01,141,23:40,0.424,3429.6923,0.4038,3553.5909,0.0,0.0,0.0,2025-01-01
2025-01-01,142,23:50,0.4271,3439.061,0.4179,3697.1141,0.0,0.0,0.0,2025-01-01
2025-01-01,143,24:00,0.4276,3444.7259,0.4284,3696.7,0.0,0.0,0.0,2025-01-01
2025-01-02,0,00:10,0.4248,3439.8466,0.3809,3622.5509,0.0,0.0,0.0,2025-01-02
2025-01-02,1,00:20,0.4245,3437.9792,0.3964,3622.7611,0.0,0.0,0.0,2025-01-02
2025-01-02,2,00:30,0.4269,3444.3031,0.4654,3708.23,0.0,0.0,0.0,2025-01-02
2025-01-02,3,00:40,0.4272,3454.4437,0.4542,3750.5226,0.0,0.0,0.0,2025-01-02
2025-01-02,4,00:50,0.4271,3458.8273,0.4299,3684.9038,0.0,0.0,0.0,2025-01-02
2025-01-02,5,01:00,0.4285,3459.8401,0.4477,3644.14,0.0,0.0,0.0,2025-01-02
2025-01-02,6,01:10,0.4311,3467.1582,0.4859,3809.298,0.0,0.0,0.0,2025-01-02
2025-01-02,7,01:20,0.4302,3467.9632,0.4752,3855.1226,0.0,0.0,0.0,2025-01-02
2025-01-02,8,01:30,0.4279,3466.9683,0.4348,3783.78,0.0,0.0,0.0,2025-01-02
2025-01-02,9,01:40,0.4312,3482.4927,0.4513,3907.3849,0.0,0.0,0.0,2025-01-02
2025-01-02,10,01:50,0.4333,3495.0841,0.4853,3968.2398,0.0,0.0,0.0,2025-01-02
2025-01-02,11,02:00,0.4311,3498.4443,0.4864,3886.77,0.0,0.0,0.0,2025-01-02
2025-01-02,12,02:10,0.4293,3505.2295,0.4444,3865.3901,0.0,0.0,0.0,2025-01-02
2025-01-02,13,02:20,0.4324,3512.6387,0.4217,3931.6861,0.0,0.0,0.0,2025-01-02
2025-01-02,14,02:30,0.4367,3516.8685,0.4443,4055.98,0.0,0.0,0.0,2025-01-02
2025-01-02,15,02:40,0.4348,3517.9246,0.4757,4164.982,0.0,0.0,0.0,2025-01-02
2025-01-02,16,02:50,0.4335,3518.5518,0.4517,4067.4326,0.0,0.0,0.0,2025-01-02
2025-01-02,17,03:00,0.4357,3521.0976,0.4249,3919.44,0.0,0.0,0.0,2025-01-02
2025-01-02,18,03:10,0.4374,3526.9261,0.5053,4068.323,0.0,0.0,0.0,2025-01-02
2025-01-02,19,03:20,0.4371,3537.2854,0.5471,4140.4792,0.0,0.0,0.0,2025-01-02
2025-01-02,20,03:30,0.4356,3544.8808,0.5103,4061.12,0.0,0.0,0.0,2025-01-02
2025-01-02,21,03:40,0.4353,3541.2787,0.5009,4138.7041,0.0,0.0,0.0,2025-01-02
2025-01-02,22,03:50,0.436,3546.3976,0.5244,4283.3011,0.0,0.0,0.0,2025-01-02
2025-01-02,23,04:00,0.4378,3560.207,0.548,4330.98,0.0,0.0,0.0,2025-01-02
2025-01-02,24,04:10,0.4401,3561.9581,0.5374,4225.1585,0.0,0.0,0.0,2025-01-02
2025-01-02,25,04:20,0.4389,3556.7183,0.4983,4201.989,0.0,0.0,0.0,2025-01-02
2025-01-02,26,04:30,0.4364,3560.0272,0.4835,4273.9,0.0,0.0,0.0,2025-01-02
2025-01-02,27,04:40,0.4393,3580.654,0.539,4219.0352,0.0,0.5994,0.0,2025-01-02
2025-01-02,28,04:50,0.4422,3586.916,0.5404,4069.3885,0.0,0.2345,0.0,2025-01-02
2025-01-02,29,05:00,0.4395,3571.2635,0.4883,4030.95,0.0,0.2885,0.0,2025-01-02
2025-01-02,30,05:10,0.4333,3562.3171,0.5077,4262.9553,0.0022,18.6781,0.0,2025-01-02
2025-01-02,31,05:20,0.4439,3591.3809,0.5513,4330.5086,0.0,54.4698,0.0,2025-01-02
2025-01-02,32,05:30,0.4301,3579.7045,0.528,4149.13,0.0,108.9718,0.0,2025-01-02
2025-01-02,33,05:40,0.3713,3486.119,0.4409,4130.3346,0.0307,184.1603,0.0,2025-01-02
2025-01-02,34,05:50,0.5708,3823.8994,0.6417,4641.7286,0.0,277.0582,0.0,2025-01-02
2025-01-02,35,06:00,0.9099,4398.0727,1.0168,5411.59,0.0,388.5494,0.0,2025-01-02
2025-01-02,36,06:10,0.9368,4454.0123,1.0773,5738.8011,0.4279,521.2803,1.0853666666666666,2025-01-02
2025-01-02,37,06:20,0.8758,4371.7919,1.0353,5695.3891,0.0,672.7677,2.170733333333333,2025-01-02
2025-01-02,38,06:30,0.8759,4392.953,1.0552,5537.66,0.0,844.2261,3.2561,2025-01-02
2025-01-02,39,06:40,0.8601,4384.5956,1.0765,5461.5746,5.9596,1039.6744,4.341466666666666,2025-01-02
2025-01-02,40,06:50,0.8442,4434.7757,1.0611,5483.6005,0.0,1259.3375,5.426833333333334,2025-01-02
2025-01-02,41,07:00,0.8334,4523.4561,1.0284,5540.88,6.6375,1508.6318,6.5122,2025-01-02
2025-01-02,42,07:10,0.8092,4524.0721,1.0303,5575.3367,192.5583,1791.4107,247.62421666666665,2025-01-02
2025-01-02,43,07:20,0.7972,4545.8867,1.0451,5669.9633,445.6222,2085.4865,488.7362333333333,2025-01-02
2025-01-02,44,07:30,0.7644,4523.2418,0.9954,5566.66,701.3625,2381.2611,729.84825,2025-01-02
2025-01-02,45,07:40,0.6899,4383.3566,0.8699,5081.9454,976.5695,2683.1752,970.9602666666666,2025-01-02
2025-01-02,46,07:50,0.86,4910.4599,1.0474,5737.5547,1257.8499,2986.3552,1212.0722833333332,2025-01-02
2025-01-02,47,08:00,1.1617,5799.7327,1.4142,7205.75,1536.3375,3289.204,1453.1843,2025-01-02
2025-01-02,48,08:10,1.1683,5884.826,1.4538,7519.6199,1820.2924,3593.3613,1727.5578666666665,2025-01-02
2025-01-02,49,08:20,1.0956,5748.0713,1.3917,7253.8265,2132.9788,3890.7332,2001.9314333333332,2025-01-02
2025-01-02,50,08:30,1.0849,5769.0581,1.3851,7156.62,2471.7375,4181.3417,2276.305,2025-01-02
2025-01-02,51,08:40,1.061,5754.2105,1.3569,7351.5694,2797.3932,4471.7657,2550.6785666666665,2025-01-02
2025-01-02,52,08:50,1.043,5824.1807,1.3276,7430.2399,3047.7556,4752.8272,2825.052133333333,2025-01-02
2025-01-02,53,09:00,1.036,5954.2601,1.3123,7295.25,3267.2625,5021.9074,3099.4257,2025-01-02
2025-01-02,54,09:10,1.0147,5958.9696,1.295,7207.6569,3546.8485,5285.4126,3294.42085,2025-01-02
2025-01-02,55,09:20,0.9922,5929.5554,1.2685,7113.8825,3726.689,5543.1742,3489.4159999999997,2025-01-02
2025-01-02,56,09:30,0.97,5923.7828,1.2318,7023.12,3844.2375,5788.4093,3684.41115,2025-01-02
2025-01-02,57,09:40,0.9422,5907.586,1.2119,7047.9517,4096.3408,6012.1304,3879.4062999999996,2025-01-02
2025-01-02,58,09:50,0.9569,5899.1262,1.3227,7129.0191,4283.6623,6216.1528,4074.40145,2025-01-02
2025-01-02,59,10:00,0.9977,5902.2196,1.4694,7151.1,4356.1125,6409.5941,4269.3966,2025-01-02
2025-01-02,60,10:10,0.9919,5897.4793,1.425,7053.4551,4491.6281,6599.3808,4415.49995,2025-01-02
2025-01-02,61,10:20,0.9588,5886.7568,1.3505,7028.7906,4766.409,6766.7204,4561.6033,2025-01-02
2025-01-02,62,10:30,0.9549,5873.4708,1.382,7115.54,5019.45,6914.5923,4707.70665,2025-01-02
2025-01-02,63,10:40,0.9839,5858.0308,1.4486,7158.8016,5019.8625,7064.2053,4853.81,2025-01-02
2025-01-02,64,10:50,0.799,5844.9948,1.1762,7104.1648,5077.3715,7197.4315,4999.91335,2025-01-02
2025-01-02,65,11:00,0.5025,5839.0587,0.7285,6988.45,5277.5625,7303.1142,5146.0167,2025-01-02
2025-01-02,66,11:10,0.4662,5838.7103,0.6748,6905.2356,5389.699,7387.6848,5214.48875,2025-01-02
2025-01-02,67,11:20,0.5007,5823.4378,0.7698,6918.8526,5368.919,7459.227,5282.9608,2025-01-02
2025-01-02,68,11:30,0.4827,5814.7932,0.802,7053.45,5329.9875,7520.7191,5351.43285,2025-01-02
2025-01-02,69,11:40,0.4785,5832.3951,0.7991,7224.2372,5412.6331,7568.2039,5419.9049,2025-01-02
2025-01-02,70,11:50,0.4662,5712.901,0.77,7061.4737,5429.3182,7592.1539,5488.37695,2025-01-02
2025-01-02,71,12:00,0.4432,5519.4607,0.7251,6627.88,5328.3,7601.0433,5328.3,2025-01-02
2025-01-02,72,12:10,0.4411,5494.7907,0.6934,6385.5315,5248.9495,7612.316,5339.03955,2025-01-02
2025-01-02,73,12:20,0.4551,5514.4524,0.736,6379.3415,5219.2319,7602.6524,5349.7791,2025-01-02
2025-01-02,74,12:30,0.4463,5485.829,0.7799,6517.08,5222.85,7554.1872,5360.51865,2025-01-02
2025-01-02,75,12:40,0.4113,5462.3628,0.7126,6677.4158,5242.2942,7472.7384,5371.2582,2025-01-02
2025-01-02,76,12:50,0.5682,5566.1066,0.8149,6740.259,5308.1571,7393.4172,5381.9977499999995,2025-01-02
2025-01-02,77,13:00,0.8279,5725.7548,1.0546,6776.29,5393.2875,7312.7979,5392.7373,2025-01-02
2025-01-02,78,13:10,0.8636,5739.4957,1.1073,6923.5069,5413.5261,7194.541,5292.850583333333,2025-01-02
2025-01-02,79,13:20,0.8416,5714.6836,1.1179,6851.0971,5337.3076,7053.1371,5192.963866666667,2025-01-02
2025-01-02,80,13:30,0.8618,5717.8505,1.1386,6622.15,5168.2125,6910.4064,5093.07715,2025-01-02
2025-01-02,81,13:40,0.8623,5708.2486,1.085,6654.8176,4960.5615,6772.4075,4993.190433333333,2025-01-02
2025-01-02,82,13:50,0.9026,5696.9182,1.1688,6745.2794,4873.504,6607.36,4893.303716666667,2025-01-02
2025-01-02,83,14:00,0.9754,5692.2983,1.3731,6768.73,4791.45,6412.5085,4793.417,2025-01-02
2025-01-02,84,14:10,1.0002,5687.1291,1.443,6785.5204,4440.5059,6214.0158,4513.8124333333335,2025-01-02
2025-01-02,85,14:20,0.9978,5678.962,1.3961,6651.4681,4102.9755,6000.7112,4234.207866666667,2025-01-02
2025-01-02,86,14:30,1.0271,5669.4508,1.3955,6519.73,3897.7875,5766.9816,3954.6033,2025-01-02
2025-01-02,87,14:40,1.0906,5664.1948,1.5287,6699.3894,3672.4272,5521.5066,3674.9987333333333,2025-01-02
2025-01-02,88,14:50,0.9376,5672.7011,1.3188,6745.2289,3411.625,5268.781,3395.394166666667,2025-01-02
2025-01-02,89,15:00,0.6694,5682.2544,0.9014,6621.14,3140.175,5009.7152,3115.7896,2025-01-02
2025-01-02,90,15:10,0.66,5669.0195,0.9117,6686.5383,2878.1578,4743.4484,2872.12565,2025-01-02
2025-01-02,91,15:20,0.7217,5656.3651,0.9858,6510.334,2617.8995,4471.224,2628.4617,2025-01-02
2025-01-02,92,15:30,0.7308,5657.0867,0.9466,6220.79,2359.9875,4188.2025,2384.79775,2025-01-02
2025-01-02,93,15:40,0.7534,5662.6008,0.9835,6406.2703,2119.3514,3889.3931,2141.1338,2025-01-02
2025-01-02,94,15:50,0.7823,5669.2596,0.9801,6474.5982,1904.7231,3594.5946,1897.4698500000002,2025-01-02
2025-01-02,95,16:00,0.8055,5673.4767,0.9453,6290.24,1662.6,3303.8878,1653.8059,2025-01-02
2025-01-02,96,16:10,0.8271,5671.0146,1.0223,6307.331,1326.1056,2998.4247,1379.2509666666667,2025-01-02
