date,slot,time_end,price_fixed_yuan_per_kwh,price_volatile_yuan_per_kwh,load_actual_kw,pv_actual_kw,pv_forecast_q1_kw,pv_forecast_q3_latest_kw,issue_datetime,weekday,month,holiday_name,is_holiday,is_makeup_workday,is_weekend,is_workday,day_type,load_actual_kw_original,load_actual_kw_was_missing,load_actual_kw_was_outlier,load_actual_kw_was_repaired,pv_actual_kw_original,pv_actual_kw_was_missing,pv_actual_kw_was_outlier,pv_actual_kw_was_repaired,load_actual_kw_z,pv_actual_kw_z
2025-01-01,22,03:50,0.436,0.4608,3910.7496,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,3910.7496,False,False,False,0.0,False,False,False,-0.5550254844814634,-0.8118383983925892
2025-01-01,23,04:00,0.4378,0.4927,4099.31,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4099.31,False,False,False,0.0,False,False,False,-0.4214222378304965,-0.8118383983925892
2025-01-01,24,04:10,0.4401,0.4976,4123.8623,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4123.8623,False,False,False,0.0,False,False,False,-0.4040258651417005,-0.8118383983925892
2025-01-01,25,04:20,0.4389,0.4889,4169.0068,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4169.0068,False,False,False,0.0,False,False,False,-0.37203902289680385,-0.8118383983925892
2025-01-01,26,04:30,0.4364,0.4885,4260.24,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4260.24,False,False,False,0.0,False,False,False,-0.30739633162993696,-0.8118383983925892
2025-01-01,27,04:40,0.4393,0.5042,4217.2222,0.0,0.5994,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4217.2222,False,False,False,0.0,False,False,False,-0.3378763144035305,-0.8118383983925892
2025-01-01,28,04:50,0.4422,0.5178,4261.857,0.0,0.2345,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4261.857,False,False,False,0.0,False,False,False,-0.3062506167829456,-0.8118383983925892
2025-01-01,29,05:00,0.4395,0.5042,4341.9,0.0,0.2885,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4341.9,False,False,False,0.0,False,False,False,-0.24953666904162086,-0.8118383983925892
2025-01-01,30,05:10,0.4333,0.4639,4208.2208,0.0021,18.6781,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4208.2208,False,False,False,0.0021,False,False,False,-0.34425419790613243,-0.8118377002508211
2025-01-01,31,05:20,0.4439,0.4899,4302.1233,0.0,54.4698,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4302.1233,False,False,False,0.0,False,False,False,-0.27772019146234883,-0.8118383983925892
2025-01-01,32,05:30,0.4301,0.5194,4456.59,0.0,108.9718,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4456.59,False,False,False,0.0,False,False,False,-0.1682738144952822,-0.8118383983925892
2025-01-01,33,05:40,0.3713,0.4459,4148.637,0.0299,184.1603,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4148.637,False,False,False,0.0299,False,False,False,-0.3864719123774738,-0.811828458183606
2025-01-01,34,05:50,0.5708,0.6726,4498.1333,0.0,277.0582,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4498.1333,False,False,False,0.0,False,False,False,-0.13883857911926933,-0.8118383983925892
2025-01-01,35,06:00,0.9099,1.0693,5369.38,0.0,388.5494,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,5369.38,False,False,False,0.0,False,False,False,0.47847761109851095,-0.8118383983925892
2025-01-01,36,06:10,0.9368,1.0696,5440.8991,0.4169,521.2803,0.5153166666666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,5440.8991,False,False,False,0.4169,False,False,False,0.5291520048606958,-0.8116998006292085
2025-01-01,37,06:20,0.8758,0.9974,5316.893,0.0,672.7677,1.0306333333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,5316.893,False,False,False,0.0,False,False,False,0.441288288170848,-0.8118383983925892
2025-01-01,38,06:30,0.8759,1.0451,5399.82,0.0,844.2261,1.54595,2025-01-01,2,1,元旦,True,False,False,False,holiday,5399.82,False,False,False,0.0,False,False,False,0.5000456753795337,-0.8118383983925892
2025-01-01,39,06:40,0.8601,1.0684,5447.4007,5.8062,1039.6744,2.0612666666666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,5447.4007,False,False,False,5.8062,False,False,False,0.533758671310417,-0.8099081361384739
2025-01-01,40,06:50,0.8442,1.0267,5444.401,0.0,1259.3375,2.5765833333333332,2025-01-01,2,1,元旦,True,False,False,False,holiday,5444.401,False,False,False,0.0,False,False,False,0.5316332533595697,-0.8118383983925892
2025-01-01,41,07:00,0.8334,0.9814,5433.63,3.075,1508.6318,3.0919,2025-01-01,2,1,元旦,True,False,False,False,holiday,5433.63,False,False,False,3.075,False,False,False,0.5240015312711697,-0.81081611937509
2025-01-01,42,07:10,0.8092,1.0187,5449.2818,175.7953,1791.4107,267.3739,2025-01-01,2,1,元旦,True,False,False,False,holiday,5449.2818,False,False,False,175.7953,False,False,False,0.5350915124969815,-0.7533955214608824
2025-01-01,43,07:20,0.7972,1.0362,5510.0042,421.496,2085.4865,531.6559000000001,2025-01-01,2,1,元旦,True,False,False,False,holiday,5510.0042,False,False,False,421.496,False,False,False,0.5781159746026979,-0.6717127018853069
2025-01-01,44,07:30,0.7644,0.967,5476.0,677.1,2381.2611,795.9379,2025-01-01,2,1,元旦,True,False,False,False,holiday,5476.0,False,False,False,677.1,False,False,False,0.5540225195624623,-0.5867375454661536
2025-01-01,45,07:40,0.6899,0.893,5329.4215,950.8112,2683.1752,1060.2199,2025-01-01,2,1,元旦,True,False,False,False,holiday,5329.4215,False,False,False,950.8112,False,False,False,0.45016527546864055,-0.4957426782744268
2025-01-01,46,07:50,0.86,1.136,6084.1163,1255.5705,2986.3552,1324.5019,2025-01-01,2,1,元旦,True,False,False,False,holiday,6084.1163,False,False,False,1255.5705,False,False,False,0.9848993739888063,-0.3944259180214901
2025-01-01,47,08:00,1.1617,1.5209,7316.0,1592.2875,3289.204,1588.7839,2025-01-01,2,1,元旦,True,False,False,False,holiday,7316.0,False,False,False,1592.2875,False,False,False,1.857742568086854,-0.2824848695872402
2025-01-01,48,08:10,1.1683,1.5206,7469.4947,1937.5212,3593.3613,1873.6514666666667,2025-01-01,2,1,元旦,True,False,False,False,holiday,7469.4947,False,False,False,1937.5212,False,False,False,1.9665002407674177,-0.1677124573454012
2025-01-01,49,08:20,1.0956,1.4132,7225.691,2225.1261,3890.7332,2158.5190333333335,2025-01-01,2,1,元旦,True,False,False,False,holiday,7225.691,False,False,False,2225.1261,False,False,False,1.7937547127269682,-0.07209865097142062
2025-01-01,50,08:30,1.0849,1.3895,7216.13,2490.1125,4181.3417,2443.3866,2025-01-01,2,1,元旦,True,False,False,False,holiday,7216.13,False,False,False,2490.1125,False,False,False,1.786980328279174,0.015995669887988166
2025-01-01,51,08:40,1.061,1.361,7361.7004,2826.3146,4471.7657,2728.2541666666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,7361.7004,False,False,False,2826.3146,False,False,False,1.8901232896659754,0.12776554060968184
2025-01-01,52,08:50,1.043,1.3028,7275.513,3122.1315,4752.8272,3013.1217333333334,2025-01-01,2,1,元旦,True,False,False,False,holiday,7275.513,False,False,False,3122.1315,False,False,False,1.829055767214785,0.22610941374519222
2025-01-01,53,09:00,1.036,1.2562,7077.29,3350.9625,5021.9074,3297.9893,2025-01-01,2,1,元旦,True,False,False,False,holiday,7077.29,False,False,False,3350.9625,False,False,False,1.688606148095953,0.3021839275186514
2025-01-01,54,09:10,1.0147,1.2749,7221.8762,3601.7977,5285.4126,3530.362316666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,7221.8762,False,False,False,3601.7977,False,False,False,1.791051760965495,0.3855737037171052
2025-01-01,55,09:20,0.9922,1.2735,7229.5513,3875.6352,5543.1742,3762.7353333333335,2025-01-01,2,1,元旦,True,False,False,False,holiday,7229.5513,False,False,False,3875.6352,False,False,False,1.7964899032179025,0.4766105591494532
2025-01-01,56,09:30,0.97,1.2135,7099.33,4149.825,5788.4093,3995.10835,2025-01-01,2,1,元旦,True,False,False,False,holiday,7099.33,False,False,False,4149.825,False,False,False,1.7042224469380605,0.5677645361746027
2025-01-01,57,09:40,0.9422,1.1586,7297.1521,4403.4802,6012.1304,4227.481366666667,2025-01-01,2,1,元旦,True,False,False,False,holiday,7297.1521,False,False,False,4403.4802,False,False,False,1.8443880109658852,0.6520918170330071
2025-01-01,58,09:50,0.9569,1.2464,7313.1756,4624.7505,6216.1528,4459.854383333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,7313.1756,False,False,False,4624.7505,False,False,False,1.8557413578123687,0.7256527877275697
2025-01-01,59,10:00,0.9977,1.3947,7099.46,4836.6375,6409.5941,4692.2274,2025-01-01,2,1,元旦,True,False,False,False,holiday,7099.46,False,False,False,4836.6375,False,False,False,1.7043145575936627,0.7960942947782618
2025-01-01,60,10:10,0.9919,1.3761,7125.5214,5080.7024,6599.3808,4780.2544,2025-01-01,2,1,元旦,True,False,False,False,holiday,7125.5214,False,False,False,5080.7024,False,False,False,1.7227801932853002,0.877233295161374
2025-01-01,61,10:20,0.9588,1.3294,7096.3104,5338.7528,6766.7204,4868.2814,2025-01-01,2,1,元旦,True,False,False,False,holiday,7096.3104,False,False,False,5338.7528,False,False,False,1.7020829289714714,0.9630217534954575
2025-01-01,62,10:30,0.9549,1.3646,6986.17,5494.725,6914.5923,4956.3084,2025-01-01,2,1,元旦,True,False,False,False,holiday,6986.17,False,False,False,5494.725,False,False,False,1.6240436639538105,1.014874471340403
2025-01-01,63,10:40,0.9839,1.4099,7098.9702,5437.9778,7064.2053,5044.3354,2025-01-01,2,1,元旦,True,False,False,False,holiday,7098.9702,False,False,False,5437.9778,False,False,False,1.7039675129850933,0.9960089520357402
2025-01-01,64,10:50,0.799,1.1773,7193.993,5396.2126,7197.4315,5132.3624,2025-01-01,2,1,元旦,True,False,False,False,holiday,7193.993,False,False,False,5396.2126,False,False,False,1.7712953007171175,0.9821241755734109
2025-01-01,65,11:00,0.5025,0.806,7135.18,5372.1,7303.1142,5220.3894,2025-01-01,2,1,元旦,True,False,False,False,holiday,7135.18,False,False,False,5372.1,False,False,False,1.7296237315791474,0.974107978813296
2025-01-01,66,11:10,0.4662,0.7483,7042.947,5182.9722,7387.6848,5196.7743666666665,2025-01-01,2,1,元旦,True,False,False,False,holiday,7042.947,False,False,False,5182.9722,False,False,False,1.6642726385163482,0.9112327327756348
2025-01-01,67,11:20,0.5007,0.7981,7069.1675,5131.5011,7459.227,5173.159333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,7069.1675,False,False,False,5131.5011,False,False,False,1.6828510034795727,0.8941212447959246
2025-01-01,68,11:30,0.4827,0.7929,7129.17,5294.775,7520.7191,5149.5443000000005,2025-01-01,2,1,元旦,True,False,False,False,holiday,7129.17,False,False,False,5294.775,False,False,False,1.725365385116304,0.9484014015683738
2025-01-01,69,11:40,0.4785,0.7713,6971.0393,5434.7444,7568.2039,5125.929266666667,2025-01-01,2,1,元旦,True,False,False,False,holiday,6971.0393,False,False,False,5434.7444,False,False,False,1.613322904748263,0.9949340131820223
2025-01-01,70,11:50,0.4662,0.726,6648.4937,5455.5011,7592.1539,5102.3142333333335,2025-01-01,2,1,元旦,True,False,False,False,holiday,6648.4937,False,False,False,5455.5011,False,False,False,1.3847853149203664,1.0018345461519504
2025-01-01,71,12:00,0.4432,0.7133,6471.29,5331.7125,7601.0433,5331.7125,2025-01-01,2,1,元旦,True,False,False,False,holiday,6471.29,False,False,False,5331.7125,False,False,False,1.2592287842884633,0.9606812165956522
2025-01-01,72,12:10,0.4411,0.8026,6681.1855,5126.6533,7612.316,5331.498716666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,6681.1855,False,False,False,5126.6533,False,False,False,1.4079488774651214,0.8925096011468079
2025-01-01,73,12:20,0.4551,0.8183,6585.2714,5118.4895,7602.6524,5331.284933333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6585.2714,False,False,False,5118.4895,False,False,False,1.3399895649074185,0.8897955584010969
2025-01-01,74,12:30,0.4463,0.7305,6283.97,5302.575,7554.1872,5331.07115,2025-01-01,2,1,元旦,True,False,False,False,holiday,6283.97,False,False,False,5302.575,False,False,False,1.1265044150006434,0.9509944995639819
2025-01-01,75,12:40,0.4113,0.712,6547.9322,5399.7996,7472.7384,5330.857366666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,6547.9322,False,False,False,5399.7996,False,False,False,1.313533117279233,0.9833166682029298
2025-01-01,76,12:50,0.5682,0.903,6747.6789,5377.6488,7393.4172,5330.6435833333335,2025-01-01,2,1,元旦,True,False,False,False,holiday,6747.6789,False,False,False,5377.6488,False,False,False,1.4550623441360735,0.975952668833556
2025-01-01,77,13:00,0.8279,1.1525,6682.36,5261.8125,7312.7979,5330.4298,2025-01-01,2,1,元旦,True,False,False,False,holiday,6682.36,False,False,False,5261.8125,False,False,False,1.4087810618113126,0.9374430691734726
2025-01-01,78,13:10,0.8636,1.1607,6790.9628,5097.6164,7194.541,5200.234483333334,2025-01-01,2,1,元旦,True,False,False,False,holiday,6790.9628,False,False,False,5097.6164,False,False,False,1.4857308703362504,0.8828563284303116
2025-01-01,79,13:20,0.8416,1.1437,6916.0165,5029.4534,7053.1371,5070.0391666666665,2025-01-01,2,1,元旦,True,False,False,False,holiday,6916.0165,False,False,False,5029.4534,False,False,False,1.5743368572015515,0.8601956439848464
2025-01-01,80,13:30,0.8618,1.1537,6834.78,5043.8625,6910.4064,4939.84385,2025-01-01,2,1,元旦,True,False,False,False,holiday,6834.78,False,False,False,5043.8625,False,False,False,1.5167772627874474,0.8649859271038868
2025-01-01,81,13:40,0.8623,1.0571,6546.5252,4973.5844,6772.4075,4809.648533333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6546.5252,False,False,False,4973.5844,False,False,False,1.3125361965682145,0.8416220809186122
2025-01-01,82,13:50,0.9026,1.1423,6539.873,4769.7524,6607.36,4679.453216666667,2025-01-01,2,1,元旦,True,False,False,False,holiday,6539.873,False,False,False,4769.7524,False,False,False,1.3078228234666958,0.773858446221077
2025-01-01,83,14:00,0.9754,1.3627,6773.97,4478.625,6412.5085,4549.2579,2025-01-01,2,1,元旦,True,False,False,False,holiday,6773.97,False,False,False,4478.625,False,False,False,1.4736907322707258,0.6770735901433105
2025-01-01,84,14:10,1.0002,1.363,6736.8117,4209.3909,6214.0158,4351.970116666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,6736.8117,False,False,False,4209.3909,False,False,False,1.4473624601625281,0.5875671279562168
2025-01-01,85,14:20,0.9978,1.3215,6623.3813,4060.4316,6000.7112,4154.682333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6623.3813,False,False,False,4060.4316,False,False,False,1.366992087014625,0.5380458379232455
2025-01-01,86,14:30,1.0271,1.3884,6548.98,3934.425,5766.9816,3957.394549999999,2025-01-01,2,1,元旦,True,False,False,False,holiday,6548.98,False,False,False,3934.425,False,False,False,1.3142755291633867,0.4961551376805041
2025-01-01,87,14:40,1.0906,1.4736,6398.5627,3648.1229,5521.5066,3760.1067666666663,2025-01-01,2,1,元旦,True,False,False,False,holiday,6398.5627,False,False,False,3648.1229,False,False,False,1.2076983282639808,0.4009744451614822
2025-01-01,88,14:50,0.9376,1.2203,6196.5854,3431.0164,5268.781,3562.818983333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6196.5854,False,False,False,3431.0164,False,False,False,1.0645886242657059,0.32879772336872903
2025-01-01,89,15:00,0.6694,0.8295,6154.69,3327.3375,5009.7152,3365.5312,2025-01-01,2,1,元旦,True,False,False,False,holiday,6154.69,False,False,False,3327.3375,False,False,False,1.0349039107217117,0.29432983262810786
2025-01-01,90,15:10,0.66,0.8782,6459.5818,3139.1175,4743.4484,3055.3119333333334,2025-01-01,2,1,元旦,True,False,False,False,holiday,6459.5818,False,False,False,3139.1175,False,False,False,1.250933015227521,0.23175638330332013
2025-01-01,91,15:20,0.7217,0.974,6622.8857,2860.4253,4471.224,2745.0926666666664,2025-01-01,2,1,元旦,True,False,False,False,holiday,6622.8857,False,False,False,2860.4253,False,False,False,1.366640932853729,0.13910559032747494
2025-01-01,92,15:30,0.7308,0.9257,6493.61,2505.0,4188.2025,2434.8734,2025-01-01,2,1,元旦,True,False,False,False,holiday,6493.61,False,False,False,2505.0,False,False,False,1.2750434753118676,0.020944996350759203
2025-01-01,93,15:40,0.7534,0.9368,6375.0516,2089.695,3889.3931,2124.654133333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6375.0516,False,False,False,2089.695,False,False,False,1.1910396910722076,-0.1171225117346245
2025-01-01,94,15:50,0.7823,0.9885,6354.113,1762.1562,3594.5946,1814.4348666666665,2025-01-01,2,1,元旦,True,False,False,False,holiday,6354.113,False,False,False,1762.1562,False,False,False,1.1762037820461033,-0.2260122817043502
2025-01-01,95,16:00,0.8055,1.0236,6404.25,1525.8,3303.8878,1504.2156,2025-01-01,2,1,元旦,True,False,False,False,holiday,6404.25,False,False,False,1525.8,False,False,False,1.2117280277378788,-0.30458853663634133
2025-01-01,96,16:10,0.8271,1.0256,6444.972,1249.2025,2998.4247,1253.9900333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6444.972,False,False,False,1249.2025,False,False,False,1.2405813363335365,-0.3965429498209813
2025-01-01,97,16:20,0.8519,1.0518,6399.4586,968.2219,2687.4131,1003.7644666666666,2025-01-01,2,1,元旦,True,False,False,False,holiday,6399.4586,False,False,False,968.2219,False,False,False,1.2083331123897811,-0.4899545178549226
2025-01-01,98,16:30,0.8791,1.0918,6292.15,706.6125,2383.1779,753.5389,2025-01-01,2,1,元旦,True,False,False,False,holiday,6292.15,False,False,False,706.6125,False,False,False,1.1323003008685393,-0.5769261602616175
2025-01-01,99,16:40,0.9024,1.0866,6236.9153,440.4383,2089.1246,503.3133333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,6236.9153,False,False,False,440.4383,False,False,False,1.0931641129531968,-0.6654153634029727
2025-01-01,100,16:50,0.9163,1.1196,6299.9437,180.885,1791.0829,253.08776666666665,2025-01-01,2,1,元旦,True,False,False,False,holiday,6299.9437,False,False,False,180.885,False,False,False,1.1378224763805962,-0.7517034585290562
2025-01-01,101,17:00,0.9264,1.1821,6389.06,2.9625,1501.7283,2.8622,2025-01-01,2,1,元旦,True,False,False,False,holiday,6389.06,False,False,False,2.9625,False,False,False,1.2009652519025067,-0.8108535198269496
2025-01-01,102,17:10,0.9462,1.1719,6325.1833,0.0,1255.1723,2.3851666666666667,2025-01-01,2,1,元旦,True,False,False,False,holiday,6325.1833,False,False,False,0.0,False,False,False,1.1557058310201267,-0.8118383983925892
2025-01-01,103,17:20,0.9742,1.1271,6169.4734,5.9578,1036.3323,1.9081333333333337,2025-01-01,2,1,元旦,True,False,False,False,holiday,6169.4734,False,False,False,5.9578,False,False,False,1.0453785927681007,-0.80985773695179
2025-01-01,104,17:30,0.9862,1.1001,6191.99,0.0,836.7775,1.4311,2025-01-01,2,1,元旦,True,False,False,False,holiday,6191.99,False,False,False,0.0,False,False,False,1.061332583444516,-0.8118383983925892
2025-01-01,105,17:40,0.976,1.1206,6464.5067,0.0,665.2313,0.9540666666666668,2025-01-01,2,1,元旦,True,False,False,False,holiday,6464.5067,False,False,False,0.0,False,False,False,1.2544225211334874,-0.8118383983925892
2025-01-01,106,17:50,1.0742,1.2125,5764.0309,0.4277,516.6758,0.4770333333333333,2025-01-01,2,1,元旦,True,False,False,False,holiday,5764.0309,False,False,False,0.4277,False,False,False,0.7581049428910078,-0.81169621018583
2025-01-01,107,18:00,1.2313,1.3246,4529.45,0.0,386.6731,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4529.45,False,False,False,0.0,False,False,False,-0.11664933474773506,-0.8118383983925892
2025-01-01,108,18:10,1.2561,1.3543,4490.5328,0.0,275.7933,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4490.5328,False,False,False,0.0,False,False,False,-0.1442238640262314,-0.8118383983925892
2025-01-01,109,18:20,1.2447,1.2951,4644.0206,0.0307,182.9526,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4644.0206,False,False,False,0.0307,False,False,False,-0.035471080295849916,-0.8118281922248374
2025-01-01,110,18:30,1.2545,1.2214,4469.21,0.0,108.3414,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4469.21,False,False,False,0.0,False,False,False,-0.1593319954668161,-0.8118383983925892
2025-01-01,111,18:40,1.2522,1.2363,4470.465,0.0,54.3121,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4470.465,False,False,False,0.0,False,False,False,-0.15844277336850182,-0.8118383983925892
2025-01-01,112,18:50,1.2881,1.3339,4510.8756,0.0022,18.6569,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4510.8756,False,False,False,0.0022,False,False,False,-0.1298101052201866,-0.8118376670059751
2025-01-01,113,19:00,1.3466,1.4613,4486.17,0.0,0.2753,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4486.17,False,False,False,0.0,False,False,False,-0.1473150976282434,-0.8118383983925892
2025-01-01,114,19:10,1.3523,1.5521,4471.7293,0.0,0.2296,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4471.7293,False,False,False,0.0,False,False,False,-0.15754696181559466,-0.8118383983925892
2025-01-01,115,19:20,1.3445,1.5622,4439.8235,0.0,0.6007,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4439.8235,False,False,False,0.0,False,False,False,-0.18015360916570822,-0.8118383983925892
2025-01-01,116,19:30,1.3483,1.5218,4387.19,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4387.19,False,False,False,0.0,False,False,False,-0.2174467337168004,-0.8118383983925892
2025-01-01,117,19:40,1.349,1.5047,4347.9765,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4347.9765,False,False,False,0.0,False,False,False,-0.24523120443571944,-0.8118383983925892
2025-01-01,118,19:50,1.3473,1.4843,4300.6345,0.0,0.0,0.0,2025-01-01,2,1,元旦,True,False,False,False,holiday,4300.6345,False,False,False,0.0,False,False,False,-0.27877507103204624,-0.8118383983925892
