date,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,baseline_without_storage_cost_yuan,soc_start_kwh,soc_end_kwh
2025-03-11,71958.50780192387,20842.294512798348,16654.29635083333,0.0,43767.32566658937,0.0,43767.32566658937,57997.51266733799,5884.0370793703705,6137.328417740741
2025-03-12,71565.22217621398,20086.801881059662,16489.11159083333,136.48292500000184,43565.18201620114,952.1048848000129,44517.28690100116,58005.08986816158,6137.328417740741,5894.215009768518
2025-03-13,71152.70304009259,21555.084682572015,17268.056338116665,907.7503235500033,43205.55139558536,6237.0583177813305,49442.60971336669,62964.44784509858,5894.215009768518,6107.0619595092585
2025-03-14,70953.10387272634,14415.759267211935,7453.120770000001,0.0,43008.94656774183,0.0,43008.94656774183,54691.99117726042,6107.0619595092585,10800.0
2025-03-15,65738.72827218106,9311.853769547322,7551.8739700000015,0.0,40832.38191493517,0.0,40832.38191493517,54711.81560409375,10800.0,10789.697314814815
2025-03-16,65751.49728349794,15691.079641532919,16905.064590833335,1.640000000000024,40837.19745397879,7.461180000000111,40844.65863397879,57097.66573232958,10789.697314814815,6128.26389126852
2025-03-17,69938.9736634362,19160.268522006165,15534.903485833334,22.437442499997815,42305.2246854245,156.52359887998475,42461.748284304485,55683.80888297775,6128.26389126852,6111.501687925926
2025-03-18,68878.4384015432,21812.481283991758,17682.723300833335,0.0,41581.18380513447,0.0,41581.18380513447,56890.64480248533,6111.501687925926,6095.264509259258
2025-03-19,67928.79314494856,21769.38809880658,17612.966849166667,0.0,40993.671581496135,0.0,40993.671581496135,55389.99637300042,6095.264509259258,6117.750632444447
2025-03-20,67022.78089495884,21815.47055540122,17633.064821225005,237.4198604416627,40427.48351329223,1597.090574891722,42024.57408818395,56780.65888365158,6117.750632444447,6159.3798865
2025-03-21,66646.63555118314,15193.304920349796,8130.018883333333,0.0,40169.242097474584,0.0,40169.242097474584,52717.89073872867,6159.3798865,10800.0
2025-03-22,61490.39098062758,9531.092592592595,7732.826333333333,0.0,38017.551712400535,0.0,38017.551712400535,52744.917909395335,10800.0,10785.954074074074
2025-03-23,61508.94539832305,16039.113272695475,17287.706394341665,129.92324482500285,38024.60693070753,824.7736591967201,38849.38058990425,56369.48269681658,10785.954074074074,6012.593359120369
2025-03-24,66325.18722408437,21391.88375269548,17353.12692,0.0,39916.696814318195,0.0,39916.696814318195,54183.37180984258,6012.593359120369,5984.036603212964
2025-03-25,65561.50146125515,21923.4343527572,17811.206350241664,400.47537392500516,39410.76423278734,2146.056535801573,41556.820768588914,57571.65008974608,5984.036603212964,5924.898242648148
2025-03-26,65274.21299739711,20946.49412987654,16958.483994208334,56.91154079166576,39195.866603602604,391.02010839393057,39586.886711996536,53888.317871374995,5924.898242648148,5933.982965972224
2025-03-27,64595.730091779835,21481.017957880653,17272.3820975,167.27938166666496,38758.584494617025,883.3411028333212,39641.92559745035,54459.79131190608,5933.982965972224,6075.363464175926
2025-03-28,63637.33969921811,15034.42660359053,7925.712666666666,0.0,38177.139938359935,0.0,38177.139938359935,51243.793450647165,6075.363464175926,10800.0
2025-03-29,58387.743548302475,9652.563353909467,7818.576316666667,0.0,35985.5044120498,0.0,35985.5044120498,51243.793450647165,10800.0,10800.0
2025-03-30,58384.47804830247,15759.206770473245,17120.33866166666,49.317895000002636,35984.1080842498,344.0416355200184,36328.14971976981,53772.30889294591,10800.0,5960.6875804629635
2025-03-31,63050.95937725308,19793.163844773666,15939.41494680834,163.34952569166325,37752.15146411067,1014.1658028271974,38766.31726693787,54040.25913368858,5960.6875804629635,6064.07398875
2025-04-01,62859.86470050411,19371.847813004115,15746.987832358334,1056.5748976416664,37623.979837323466,7173.303427999095,44797.283265322556,54931.91631726033,6064.07398875,6002.083873388889
2025-04-02,62771.492967921804,21193.224317088472,17204.730817974996,1711.6604470250043,37487.16095356407,9126.331333450076,46613.492287014145,59887.20060087049,6002.083873388889,5959.61818324074
2025-04-03,63054.05835430041,21741.601116687238,17572.067680683333,98.19357264999927,37568.09734642691,639.8078778816451,38207.90522430855,53350.37664643983,5959.61818324074,6002.5395430555545
2025-04-04,62005.513408395054,14952.029618827159,7793.429580000001,0.0,36963.00392457087,0.0,36963.00392457087,50185.12248741158,6002.5395430555545,10800.0
2025-04-05,56675.00178956789,9322.324090534981,7551.082513333334,0.0,34736.74466954139,0.0,34736.74466954139,50185.12248741158,10800.0,10800.0
2025-04-06,56672.27828956789,15395.905814218111,16786.755904175003,128.1828199916673,34735.58010094139,748.987778995959,35484.56787993735,52283.72183711158,10800.0,6004.364228157407
2025-04-07,61265.17984883745,19998.956972767486,16169.479697499999,0.0,36533.274683184674,0.0,36533.274683184674,51552.04240002441,6004.364228157407,6037.336950870371
2025-04-08,60947.247696286,21371.53515850823,17474.06819408334,360.0517875833279,36256.703795107554,2137.0227265192184,38393.72652162677,53757.87470862308,6037.336950870371,5856.08726676852
2025-04-09,60486.150643806584,19240.803338950613,15560.874247558333,2432.798014108333,35990.72591668513,16515.43494448962,52506.16086117475,54954.81998840533,5856.08726676852,5882.949996759261
2025-04-10,60926.62723996913,21648.29212391975,17253.449383491665,337.88731234166823,36171.472534642715,2143.78501423514,38315.25754887786,54374.489868317745,5882.949996759261,6195.913593296296
2025-04-11,59900.320029341565,14456.385560946497,7565.9945383333325,0.0,35687.23817667695,0.0,35687.23817667695,49009.512245767,6195.913593296296,10800.0
2025-04-12,54784.66846633745,8671.125520576123,7028.8000883333325,0.0,33552.91753953415,0.0,33552.91753953415,49020.60508060033,10800.0,10794.235092592593
2025-04-13,54791.63041901235,15424.986551893004,16749.290626666665,71.47697249999894,33555.53384351234,335.68012992874367,33891.21397344109,51456.40366460533,10794.235092592593,6066.400070777778
2025-04-14,59983.876857057614,20333.952756810697,16555.3355275,84.91157249999938,35695.98865519686,589.751330763329,36285.739985960194,51208.936130350165,6066.400070777778,5972.140299129628
2025-04-15,59582.32816324074,19113.328477325107,15401.857316666667,129.76526250000083,35430.560859137724,764.4509484854236,36195.01180762315,50288.78479188658,5972.140299129628,6060.961132425926
2025-04-16,58617.6846495679,19367.4970095679,15858.921660949996,725.9841398833353,34921.62228698287,4940.789326889179,39862.41161387205,51272.42462476541,6060.961132425926,5870.684373314815
2025-04-17,58557.550223199585,20447.65135495884,16204.080287466664,113.62384503333544,34878.37230704514,770.1556046536975,35648.52791169883,50449.04463604083,5870.684373314815,6269.036940037038
2025-04-18,57896.62988658436,13709.5981900823,7026.9077800000005,0.0,34553.141783501116,0.0,34553.141783501116,47952.57734990083,6269.036940037038,10800.0
2025-04-19,52862.22648662551,8726.153740740741,7081.681446666667,0.0,32453.587235325394,0.0,32453.587235325394,47981.433757734165,10800.0,10785.003425925926
2025-04-20,52888.367596707816,15321.471735555555,16462.882500833333,0.0,32463.827054973954,0.0,32463.827054973954,51488.713958585,10785.003425925926,6282.236320333333
2025-04-21,57680.18024185185,18719.764821880424,15471.902191481482,32.65113833333331,34387.07113637774,153.22031761916654,34540.291453996906,49940.82223419683,6282.236320333333,5939.022225046296
2025-04-22,57466.44180151461,19852.001508303223,16111.748467342282,25.04110442499934,34165.45079015324,108.64547695416758,34274.096267107416,50776.19673927333,5939.022225046296,5903.880841027778
2025-04-23,57377.9308797215,19711.44358537037,15828.911921224997,0.0,34012.137820520344,0.0,34012.137820520344,49769.98771727291,5903.880841027778,6056.500155388891
2025-04-24,56456.64382158437,19580.337355534983,15727.510061733336,105.76102243332922,33451.77356914436,635.7690257363552,34087.54259488072,48554.221749611745,6056.500155388891,6203.792595666667
2025-04-25,55440.92164106996,14009.398885473254,7211.0264333333325,0.0,32894.49761084907,0.0,32894.49761084907,46242.3937208925,6203.792595666667,10800.0
2025-04-26,50334.02452514403,8730.15495884774,7071.425516666666,0.0,30763.92300161103,0.0,30763.92300161103,46242.3937208925,10800.0,10800.0
2025-04-27,50326.390358477365,15072.754126676957,16526.165997183332,374.31250114999995,30760.658631944363,2611.2040080223996,33371.86263996676,50744.97227538875,10800.0,6003.072050472221
2025-04-28,54976.546421903295,15728.24914856996,12706.38172635834,4739.220081974991,32669.793246524816,31947.703894711318,64617.497141236134,55761.19913603983,6003.072050472221,6040.29436600926
2025-04-29,55338.56073029835,18266.956338971184,14706.419711625,574.7787170992789,32856.13547974305,4009.6563304845695,36865.791810227616,49956.10358351174,6040.29436600926,6140.088724833335
2025-04-30,54843.40258363168,18464.948128055545,15145.757769166667,97.43022749999892,32613.985245607746,449.31293108624493,33063.29817669399,48447.49646476883,6140.088724833335,5929.922296564814
2025-05-01,54166.42952361111,19976.35416029835,16654.406195,2396.6814308333364,32216.902793749607,15444.891082837938,47661.793876587544,64804.441177002074,5929.922296564814,5403.745268611111
2025-05-02,54135.560879711935,15965.673479794239,8176.040349999999,0.0,32207.191876423818,0.0,32207.191876423818,45593.3710299025,5403.745268611111,10688.362122648146
2025-05-03,48325.576119008336,9711.22463105967,8211.279660991662,0.0,29778.696126610383,0.0,29778.696126610383,45634.8396779025,10688.362122648146,10304.820222833336
2025-05-04,48698.58370835391,13163.299094619333,15053.826537416671,1829.2216109166636,29936.81255639322,11526.44709839702,41463.25965479024,58445.92002977125,10304.820222833336,5425.315477527778
2025-05-05,53981.98022554527,18207.360711378606,14735.53144860834,4584.235313891658,32196.15248849919,29380.966973470968,61577.11946197016,65661.98622711617,5425.315477527778,5439.127397092593
2025-05-06,54598.881177191346,20446.91636635802,16695.377330166666,2146.5052898333347,32596.787245102507,13304.585543434441,45901.37278853695,63427.12967294591,5439.127397092593,5290.932871074075
2025-05-07,54559.54418109053,18550.6723027572,14877.749410083332,4294.693752416668,32735.581629348708,28508.16722058534,61243.74884993405,64178.99434035041,5290.932871074075,5455.705265685186
2025-05-08,55039.93953079218,16887.12192245885,13341.7579523,4384.8835051999995,33193.564468612916,29174.452489645697,62368.01695825862,59252.17456531283,5455.705265685186,5829.939493342593
2025-05-09,55787.57925968107,14897.521962129622,7593.9383333333335,0.0,33797.29149875711,0.0,33797.29149875711,47297.496200228416,5829.939493342593,10800.0
2025-05-10,50274.77241375,9029.555864197533,7313.94025,0.0,31499.38694337821,0.0,31499.38694337821,47297.496200228416,10800.0,10800.0
2025-05-11,50277.490330416666,11624.832797500001,13986.91302654167,2966.100379708328,31500.549124544876,20093.375194115335,51593.92431866021,55893.98218806591,10800.0,5721.335043814815
2025-05-12,56850.08291234568,17849.216198971193,14126.631750108336,495.94571905833044,34401.95950093879,3281.1805204792468,37683.14002141804,52046.324167129496,5721.335043814815,6089.372122768518
2025-05-13,55956.56380167695,18523.536835843624,15010.777362400002,893.5275342666641,34119.510553310225,6088.9963244499195,40208.50687776015,51715.630770466494,6089.372122768518,6081.913761250001
2025-05-14,56818.32380807613,19044.984075617278,15632.066748816664,50.141147850001246,34541.84239927596,265.35015774327445,34807.19255701924,50596.463357343164,6081.913761250001,5853.436375064816
2025-05-15,57296.71729066872,19985.604338148147,15899.254820000002,325.09249666666614,34823.30417301325,2020.6024147182459,36843.9065877315,53878.51057101716,5853.436375064816,6174.641590509258
2025-05-16,57054.466451676955,13474.685866512342,6751.672983333333,0.0,34642.50161794738,0.0,34642.50161794738,47538.061340687666,6174.641590509258,10800.0
2025-05-17,51915.179330020575,8628.46775720165,7005.42905,0.0,32498.06732525728,0.0,32498.06732525728,47573.060757021,10800.0,10781.810925925925
2025-05-18,51938.3474123251,14354.967533991769,16017.991395583334,167.5599127499994,32506.836169616952,1145.9097058846255,33652.745875501576,52598.61547280808,10781.810925925925,5903.513489203704
2025-05-19,57573.69320444444,18394.593740812754,14806.779230833332,118.89744416666811,34812.025812649736,811.7383632500096,35623.76417589975,50086.02877118683,5903.513489203704,6006.670932787037
2025-05-20,56662.00114461934,17584.34457860082,14336.13284659166,1356.3222492416735,34334.78485733997,9279.886022402967,43614.67087974293,51790.15689047325,6006.670932787037,5903.544557314815
2025-05-21,56963.14565302469,17672.27619015432,14415.900158725002,848.6334554416638,34426.274826388144,5601.443118307714,40027.717944695854,53153.245805340244,5903.544557314815,5790.926285425926
2025-05-22,56797.659542870366,19124.893389259258,14971.374260158333,154.72551067500044,34336.19147193795,1078.770207468803,35414.961679406755,49924.44059458875,5790.926285425926,6368.470046694444
2025-05-23,55538.17406298353,13416.671244413576,6879.126749999999,0.0,33760.96303435998,0.0,33760.96303435998,46561.83943974892,6368.470046694444,10800.0
2025-05-24,50614.251892644024,8456.861296296296,6850.05765,0.0,31711.72781499132,0.0,31711.72781499132,46561.83943974892,10800.0,10800.0
2025-05-25,50614.251892644024,12610.344989691355,14483.680908633334,148.57809803333316,31711.72781499132,721.5925458443493,32433.32036083567,49979.868628287244,10800.0,6056.3317033518515
2025-05-26,55173.22245332305,16386.80498665638,13289.904075016668,2672.9132983166637,33562.593708740525,18160.76055755426,51723.35426629478,53219.19137853775,6056.3317033518515,6037.896107990741
2025-05-27,55381.31887847736,18052.169947911523,14707.32327,246.4015024999988,33608.21266293311,1702.7431338116585,35310.95579674477,50019.14058721183,6037.896107990741,5943.378761111112
2025-05-28,55053.82536223251,18517.49138723251,14971.487275425001,863.3058870749984,33437.345964064894,5998.297151123992,39435.64311518888,52287.716693660666,5943.378761111112,5974.135148037038
2025-05-29,54790.183063960896,17165.737532294235,13640.197288866662,3082.277858633335,33302.74828147976,20936.194278056173,54238.942559535935,57059.92733370741,5974.135148037038,6267.524161694446
2025-05-30,54693.66987693415,13695.958365606994,7014.498021666666,0.0,33291.24113798269,0.0,33291.24113798269,46305.641320079,6267.524161694446,10800.0
2025-05-31,49712.95445588333,8960.200843559667,7363.605433283332,0.0,31218.39001777536,0.0,31218.39001777536,46531.933119579,10800.0,10682.396944444445
2025-06-01,49818.79720588333,5236.474026666666,9585.801292249998,17056.701828533332,31265.37361450036,98901.02908276283,130166.40269726318,98299.01628611899,10682.396944444445,4744.333243722224
2025-06-02,57034.605188096706,14724.04394643004,11943.242888874998,14415.685412791667,34443.03985830377,89427.83297193833,123870.8728302421,100766.19261167332,4744.333243722224,4725.702918981482
2025-06-03,58498.11659597736,14991.872351810696,11996.887917916667,12689.23467125,35228.1283129579,80661.8934658165,115890.0217787744,94260.21833523732,4725.702918981482,4888.512571259261
2025-06-04,59364.57612080247,13817.033912469136,11253.028193708336,12844.690414624996,35737.97146945971,81191.44924187986,116929.42071133958,88095.9239915769,4888.512571259261,4820.478432805557
2025-06-05,61424.11021590493,15551.043710771604,12385.075061099998,12891.17645043333,36912.34099192357,82017.58137859845,118929.92237052202,94948.31863916406,4820.478432805557,5055.223260166667
2025-06-06,65068.903745174895,16138.356536985586,7934.117035833334,0.0,39305.307246990356,0.0,39305.307246990356,50586.558471120086,5055.223260166667,10764.058548083338
2025-06-07,58725.75342526749,9723.566506378598,8019.4436525,0.0,36643.14972263266,0.0,36643.14972263266,50713.92643595342,10764.058548083338,10604.775456601854
2025-06-08,58939.22960635803,13146.258860905351,15436.954440233343,4053.5367751473136,36724.48780480191,26635.645703830123,63360.13350863204,73094.19262291257,10604.775456601854,5284.236831157408
2025-06-09,68797.80981316871,19128.023619002055,15093.869370925004,6257.357704908327,41919.910045703204,42013.083816545935,83932.99386224915,77796.33334227474,5284.236831157408,5728.492120564815
2025-06-10,70317.38366997942,19197.41138997942,15566.941833441664,4963.875115725001,43054.11547172802,33135.743935015416,76189.85940674343,73851.44964476574,5728.492120564815,5709.560334388888
2025-06-11,71918.66558745885,19829.418159516463,15921.208573075002,8188.994404815941,44025.8834519848,50740.319177157675,94766.20262914248,89526.35925843516,5709.560334388888,5865.804930092592
2025-06-12,73419.12640596842,21057.584062623464,16741.02206741667,3677.027711141663,45031.20861160382,24908.075814254946,69939.28442585877,72357.72628549549,5865.804930092592,6216.494955990741
2025-06-13,74442.45482304537,14284.684224825098,7445.4396824999985,0.0,45799.98150204573,0.0,45799.98150204573,57039.385389275245,6216.494955990741,10800.0
2025-06-14,69349.67144081276,8852.548702674898,7170.564449166666,0.0,43675.44615945507,0.0,43675.44615945507,57039.385389275245,10800.0,10800.0
2025-06-15,69344.10602414608,16626.569564722216,17820.920804750003,907.7224152499965,43673.066387288396,6294.608779309016,49967.675166597415,65833.49384871316,10800.0,5962.889491861111
2025-06-16,74919.45749814814,22100.43789648148,17678.74469801666,2577.667901983338,46022.57881636674,16492.404516037106,62514.98333240384,69957.21914906449,5962.889491861111,6210.233934231483
2025-06-17,75159.35523398148,21586.41160389917,17776.206809308333,3473.805536525002,46205.946691234196,23536.169567530524,69742.11625876471,74754.1525392705,6210.233934231483,5886.663478509259
2025-06-18,75958.23155927984,22202.56708950616,17822.17069015833,134.6903073416644,46714.346029242,932.4060029287843,47646.752032170785,63075.42325673208,5886.663478509259,6066.561981111112
2025-06-19,75954.63543200988,22655.365125956778,18166.771435349998,168.70750168333316,46769.692050851976,1097.180413276099,47866.87246412807,63864.38813807891,6066.561981111112,6271.088999638889
2025-06-20,75502.84140030864,13314.821030236626,6708.985134166666,0.0,46520.08137898924,0.0,46520.08137898924,57581.86276073908,6271.088999638889,10800.0
2025-06-21,70470.71806657407,8671.386420781895,7023.823000833333,0.0,44421.50247115089,0.0,44421.50247115089,57581.86276073908,10800.0,10800.0
2025-06-22,70461.26881657407,16025.60631980452,17220.07715083333,53.53154499999997,44417.461971850884,363.5732835887498,44781.03525543964,62358.866960729916,10800.0,6089.626631342592
2025-06-23,75787.54839307614,21959.002803899173,17775.95007083333,56.431424166666446,46693.93672391762,385.5353857999985,47079.47210971762,61392.36160308208,6089.626631342592,6101.6735205925925
2025-06-24,75425.01407524692,21293.775681080246,17377.162132799996,4949.788293866669,46469.968930898474,28218.060394407043,74688.02932530551,80529.76238189383,6101.6735205925925,5958.113708231482
2025-06-25,76074.00174851964,23289.78635799383,18736.901119166665,169.03273890833213,46846.50138527378,828.1520976171205,47674.6534828909,65759.47731703817,5958.113708231482,6100.142409129631
2025-06-26,75203.41565506172,22436.904327376546,18134.678354991665,512.5642950083333,46286.21205183482,2885.3915412752876,49171.60359311011,65273.865521696745,6100.142409129631,6143.713687111112
2025-06-27,74793.83309732088,13892.110605884773,7061.951909166666,0.0,45959.29063020408,0.0,45959.29063020408,56962.224639896915,6143.713687111112,10800.0
2025-06-28,69620.18163855546,8441.062809670788,6866.3245425,0.0,43800.15183766501,0.0,43800.15183766501,57024.36275923025,10800.0,10767.707037037037
2025-06-29,69659.46212518097,17121.596839403286,17970.79788768333,246.69975032500346,43814.928069507405,1286.117517240675,45101.04558674808,63655.74860562692,10767.707037037037,6209.590983962964
2025-06-30,74421.82345548004,22468.734044547327,18407.866238333332,669.6983809999977,45678.09473182546,3486.9326693655717,49165.02740119103,65327.39305398016,6209.590983962964,5978.266914796298
2025-07-01,74235.42303692222,20537.699514722222,17955.507614933333,7688.969111199999,45418.65534260941,44674.10678944208,90092.76213205149,92305.9630047809,5978.266914796298,4511.632461453704
2025-07-02,75613.84521118806,21518.990016347736,17443.778488074997,4933.588140191666,45998.61621213716,29724.57258211198,75723.18879424914,85832.15236784148,4511.632461453704,4496.747378305555
2025-07-03,75138.0548285391,21188.23709520576,16849.76910553333,9056.400771133336,45758.726584104705,54397.92711629146,100156.65370039616,96911.08704877124,4496.747378305555,4844.195091175926
2025-07-04,75950.23141961276,15693.496676450613,8666.008503333333,0.0,46357.26717872145,0.0,46357.26717872145,56879.617551792,4844.195091175926,9339.443762944447
2025-07-05,70958.45133986995,10691.008767901227,8591.529503333333,0.0,44225.605803031416,0.0,44225.605803031416,57086.74251265867,9339.443762944447,9415.207761462963
2025-07-06,70897.28911929383,17356.278897993827,18230.552647258333,8878.031907275,44199.692427196846,55010.080946112335,99209.77337330917,98732.0435728824,9415.207761462963,4779.689161592594
2025-07-07,77156.78068803868,21700.3794371642,17484.504971836333,3135.7597574332153,47289.66212505588,18694.507247567853,65984.16937262373,80370.30129145624,4779.689161592594,4882.802908555556
2025-07-08,78935.32328614012,22546.303492623458,17870.938086000002,4469.49703714999,48585.79919583157,27165.81639050686,75751.61558633843,83953.6755527834,4882.802908555556,5317.878178583333
2025-07-09,79917.08192098775,22704.065126152265,18012.006330658332,901.7411958333331,49474.22723016522,5884.907128996666,55359.134359161886,71473.994959344,5317.878178583333,5738.196424722222
2025-07-10,79770.38139060698,21959.02429612139,17602.216294541668,880.0687362916634,49615.748652685674,5781.184866665607,55396.93351935128,69310.51080125233,5738.196424722222,5943.300186185185
2025-07-11,79579.02024292592,15086.9410009465,7849.392378333333,0.0,49656.18033788667,0.0,49656.18033788667,61215.87000003575,5943.300186185185,10800.0
2025-07-12,74182.68711646502,9286.694511316879,7522.222554166667,0.0,47401.756059740714,0.0,47401.756059740714,61215.87000003575,10800.0,10800.0
2025-07-13,74182.68711646502,15272.639778436218,16770.210420341664,402.73524265833476,47401.756059740714,2642.5101422099597,50044.26620195067,66091.872902347,10800.0,5911.8086668796295
2025-07-14,79294.64834987653,19968.814994845674,16093.861166666664,478.0742650000003,49544.099765327635,3126.298718553336,52670.39848388098,66080.72755824933,5911.8086668796295,6001.674199277778
2025-07-15,78854.50352046295,20291.41993828189,16322.137727241668,74.67470109166453,49395.313326829186,477.570877709925,49872.884204539114,66237.79335991325,6001.674199277778,6128.243557907408
2025-07-16,78062.9925976646,20571.007536471192,16617.83717693333,304.67081390000055,49000.72951864993,2111.073731478071,51111.803250127996,67419.87571239233,6128.243557907408,6177.886810805554
