variant,date,slot,time_interval,issue_datetime,issue_hour,target_end,price_yuan_per_kwh,price_forecast_yuan_per_kwh,price_radius_yuan_per_kwh,price_optimization_yuan_per_kwh,load_actual_kw,pv_actual_kw,load_forecast_kw,pv_forecast_kw,risk_requirement_kw,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
4-2,2025-01-01,10,01:40-01:50,2025-01-01 00:00:00,0,2025-01-01 01:50:00,0.4780000000,0.6000000000,0.0000000000,0.6000000000,3694.6613000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,615.7768833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1471.7067511667,1471.7067511667
4-2,2025-01-01,11,01:50-02:00,2025-01-01 00:00:00,0,2025-01-01 02:00:00,0.4941000000,0.6000000000,0.0000000000,0.6000000000,4064.7300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,677.4550000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1673.6525775000,1673.6525775000
4-2,2025-01-01,12,02:00-02:10,2025-01-01 00:00:00,0,2025-01-01 02:10:00,0.4840000000,0.6000000000,0.0000000000,0.6000000000,3810.6710000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,635.1118333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1536.9706366667,1536.9706366667
4-2,2025-01-01,13,02:10-02:20,2025-01-01 00:00:00,0,2025-01-01 02:20:00,0.4751000000,0.6000000000,0.0000000000,0.6000000000,3844.9495000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,640.8249166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1522.2795895417,1522.2795895417
4-2,2025-01-01,14,02:20-02:30,2025-01-01 00:00:00,0,2025-01-01 02:30:00,0.4880000000,0.6000000000,0.0000000000,0.6000000000,4234.6200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,705.7700000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1722.0788000000,1722.0788000000
4-2,2025-01-01,15,02:30-02:40,2025-01-01 00:00:00,0,2025-01-01 02:40:00,0.5215000000,0.6000000000,0.0000000000,0.6000000000,4109.9755000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,684.9959166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1786.1268527083,1786.1268527083
4-2,2025-01-01,16,02:40-02:50,2025-01-01 00:00:00,0,2025-01-01 02:50:00,0.5498000000,0.6000000000,0.0000000000,0.6000000000,3996.8945000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,666.1490833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1831.2438300833,1831.2438300833
4-2,2025-01-01,17,02:50-03:00,2025-01-01 00:00:00,0,2025-01-01 03:00:00,0.5471000000,0.6000000000,0.0000000000,0.6000000000,4102.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,683.6983333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1870.2567908333,1870.2567908333
4-2,2025-01-01,18,03:00-03:10,2025-01-01 00:00:00,0,2025-01-01 03:10:00,0.5067000000,0.6000000000,0.0000000000,0.6000000000,4086.0577000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,681.0096166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1725.3378638250,1725.3378638250
4-2,2025-01-01,19,03:10-03:20,2025-01-01 00:00:00,0,2025-01-01 03:20:00,0.4769000000,0.6000000000,0.0000000000,0.6000000000,4133.7626000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,688.9604333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1642.8261532833,1642.8261532833
4-2,2025-01-01,20,03:20-03:30,2025-01-01 00:00:00,0,2025-01-01 03:30:00,0.4669000000,0.6000000000,0.0000000000,0.6000000000,4179.1800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,696.5300000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1626.0492850000,1626.0492850000
4-2,2025-01-01,21,03:30-03:40,2025-01-01 00:00:00,0,2025-01-01 03:40:00,0.4501000000,0.6000000000,0.0000000000,0.6000000000,3953.3711000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,658.8951833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1482.8436100917,1482.8436100917
4-2,2025-01-01,22,03:40-03:50,2025-01-01 00:00:00,0,2025-01-01 03:50:00,0.4608000000,0.6000000000,0.0000000000,0.6000000000,3910.7496000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,651.7916000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1501.7278464000,1501.7278464000
4-2,2025-01-01,23,03:50-04:00,2025-01-01 00:00:00,0,2025-01-01 04:00:00,0.4927000000,0.6000000000,0.0000000000,0.6000000000,4099.3100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,683.2183333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1683.1083641667,1683.1083641667
4-2,2025-01-01,24,04:00-04:10,2025-01-01 00:00:00,0,2025-01-01 04:10:00,0.4976000000,0.6000000000,0.0000000000,0.6000000000,4123.8623000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,687.3103833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1710.0282337333,1710.0282337333
4-2,2025-01-01,25,04:10-04:20,2025-01-01 00:00:00,0,2025-01-01 04:20:00,0.4889000000,0.6000000000,0.0000000000,0.6000000000,4169.0068000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,694.8344666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1698.5228537667,1698.5228537667
4-2,2025-01-01,26,04:20-04:30,2025-01-01 00:00:00,0,2025-01-01 04:30:00,0.4885000000,0.6000000000,0.0000000000,0.6000000000,4260.2400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,710.0400000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1734.2727000000,1734.2727000000
4-2,2025-01-01,27,04:30-04:40,2025-01-01 00:00:00,0,2025-01-01 04:40:00,0.5042000000,0.6000000000,0.0000000000,0.6000000000,4217.2222000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,702.8703666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1771.9361943667,1771.9361943667
4-2,2025-01-01,28,04:40-04:50,2025-01-01 00:00:00,0,2025-01-01 04:50:00,0.5178000000,0.6000000000,0.0000000000,0.6000000000,4261.8570000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,710.3095000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1838.9912955000,1838.9912955000
4-2,2025-01-01,29,04:50-05:00,2025-01-01 00:00:00,0,2025-01-01 05:00:00,0.5042000000,0.6000000000,0.0000000000,0.6000000000,4341.9000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,723.6500000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1824.3216500000,1824.3216500000
4-2,2025-01-01,30,05:00-05:10,2025-01-01 00:00:00,0,2025-01-01 05:10:00,0.4639000000,0.6000000000,0.0000000000,0.6000000000,4208.2208000000,0.0021000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,701.3697833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1626.8272124417,1626.8272124417
4-2,2025-01-01,31,05:10-05:20,2025-01-01 00:00:00,0,2025-01-01 05:20:00,0.4899000000,0.6000000000,0.0000000000,0.6000000000,4302.1233000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,717.0205500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1756.3418372250,1756.3418372250
4-2,2025-01-01,32,05:20-05:30,2025-01-01 00:00:00,0,2025-01-01 05:30:00,0.5194000000,0.6000000000,0.0000000000,0.6000000000,4456.5900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,742.7650000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1928.9607050000,1928.9607050000
4-2,2025-01-01,33,05:30-05:40,2025-01-01 00:00:00,0,2025-01-01 05:40:00,0.4459000000,0.6000000000,0.0000000000,0.6000000000,4148.6370000000,0.0299000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,691.4345166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1541.5532549083,1541.5532549083
4-2,2025-01-01,34,05:40-05:50,2025-01-01 00:00:00,0,2025-01-01 05:50:00,0.6726000000,0.6000000000,0.0000000000,0.6000000000,4498.1333000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,749.6888833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2521.2037146500,2521.2037146500
4-2,2025-01-01,35,05:50-06:00,2025-01-01 00:00:00,0,2025-01-01 06:00:00,1.0693000000,0.6000000000,0.0000000000,0.6000000000,5369.3800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,894.8966666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4784.5650283333,4784.5650283333
4-2,2025-01-01,36,06:00-06:10,2025-01-01 00:00:00,0,2025-01-01 06:10:00,1.0696000000,0.6000000000,0.0000000000,0.6000000000,5440.8991000000,0.4169000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,906.7470333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4849.2831342667,4849.2831342667
4-2,2025-01-01,37,06:10-06:20,2025-01-01 00:00:00,0,2025-01-01 06:20:00,0.9974000000,0.6000000000,0.0000000000,0.6000000000,5316.8930000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,886.1488333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4419.2242318333,4419.2242318333
4-2,2025-01-01,38,06:20-06:30,2025-01-01 00:00:00,0,2025-01-01 06:30:00,1.0451000000,0.6000000000,0.0000000000,0.6000000000,5399.8200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,899.9700000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4702.7932350000,4702.7932350000
4-2,2025-01-01,39,06:30-06:40,2025-01-01 00:00:00,0,2025-01-01 06:40:00,1.0684000000,0.6000000000,0.0000000000,0.6000000000,5447.4007000000,5.8062000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,906.9324166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4844.8329698333,4844.8329698333
4-2,2025-01-01,40,06:40-06:50,2025-01-01 00:00:00,0,2025-01-01 06:50:00,1.0267000000,0.6000000000,0.0000000000,0.6000000000,5444.4010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,907.4001666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4658.1387555833,4658.1387555833
4-2,2025-01-01,41,06:50-07:00,2025-01-01 00:00:00,0,2025-01-01 07:00:00,0.9814000000,0.6000000000,0.0000000000,0.6000000000,5433.6300000000,3.0750000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,905.0925000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4441.2888975000,4441.2888975000
4-2,2025-01-01,42,07:00-07:10,2025-01-01 00:00:00,0,2025-01-01 07:10:00,1.0187000000,0.6000000000,0.0000000000,0.6000000000,5449.2818000000,175.7953000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,878.9144166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4476.7505812917,4476.7505812917
4-2,2025-01-01,43,07:10-07:20,2025-01-01 00:00:00,0,2025-01-01 07:20:00,1.0362000000,0.6000000000,0.0000000000,0.6000000000,5510.0042000000,421.4960000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,848.0847000000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4393.9268307000,4393.9268307000
4-2,2025-01-01,44,07:20-07:30,2025-01-01 00:00:00,0,2025-01-01 07:30:00,0.9670000000,0.6000000000,0.0000000000,0.6000000000,5476.0000000000,677.1000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,799.8166666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3867.1135833333,3867.1135833333
4-2,2025-01-01,45,07:30-07:40,2025-01-01 00:00:00,0,2025-01-01 07:40:00,0.8930000000,0.6000000000,0.0000000000,0.6000000000,5329.4215000000,950.8112000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,729.7683833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3258.4158315833,3258.4158315833
4-2,2025-01-01,46,07:40-07:50,2025-01-01 00:00:00,0,2025-01-01 07:50:00,1.1360000000,0.6000000000,0.0000000000,0.6000000000,6084.1163000000,1255.5705000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,804.7576333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4571.0233573333,4571.0233573333
4-2,2025-01-01,47,07:50-08:00,2025-01-01 00:00:00,0,2025-01-01 08:00:00,1.5209000000,0.6000000000,0.0000000000,0.6000000000,7316.0000000000,1592.2875000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,953.9520833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,7254.3286177083,7254.3286177083
4-2,2025-01-01,48,08:00-08:10,2025-01-01 00:00:00,0,2025-01-01 08:10:00,1.5206000000,0.6000000000,0.0000000000,0.6000000000,7469.4947000000,1937.5212000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,921.9955833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,7009.9324200833,7009.9324200833
4-2,2025-01-01,49,08:10-08:20,2025-01-01 00:00:00,0,2025-01-01 08:20:00,1.4132000000,0.6000000000,0.0000000000,0.6000000000,7225.6910000000,2225.1261000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,833.4274833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,5888.9985972333,5888.9985972333
4-2,2025-01-01,50,08:20-08:30,2025-01-01 00:00:00,0,2025-01-01 08:30:00,1.3895000000,0.6000000000,0.0000000000,0.6000000000,7216.1300000000,2490.1125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,787.6695833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,5472.3344302083,5472.3344302083
4-2,2025-01-01,51,08:30-08:40,2025-01-01 00:00:00,0,2025-01-01 08:40:00,1.3610000000,0.6000000000,0.0000000000,0.6000000000,7361.7004000000,2826.3146000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,755.8976333333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,5143.8833948333,5143.8833948333
4-2,2025-01-01,52,08:40-08:50,2025-01-01 00:00:00,0,2025-01-01 08:50:00,1.3028000000,0.6000000000,0.0000000000,0.6000000000,7275.5130000000,3122.1315000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,692.2302500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,4509.1878485000,4509.1878485000
4-2,2025-01-01,53,08:50-09:00,2025-01-01 00:00:00,0,2025-01-01 09:00:00,1.2562000000,0.6000000000,0.0000000000,0.6000000000,7077.2900000000,3350.9625000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,621.0545833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3900.8438379167,3900.8438379167
4-2,2025-01-01,54,09:00-09:10,2025-01-01 00:00:00,0,2025-01-01 09:10:00,1.2749000000,0.6000000000,0.0000000000,0.6000000000,7221.8762000000,3601.7977000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,603.3464166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3846.0317330417,3846.0317330417
4-2,2025-01-01,55,09:10-09:20,2025-01-01 00:00:00,0,2025-01-01 09:20:00,1.2735000000,0.6000000000,0.0000000000,0.6000000000,7229.5513000000,3875.6352000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,558.9860166667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,3559.3434611250,3559.3434611250
4-2,2025-01-01,56,09:20-09:30,2025-01-01 00:00:00,0,2025-01-01 09:30:00,1.2135000000,0.6000000000,0.0000000000,0.6000000000,7099.3300000000,4149.8250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,491.5841666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2982.6869312500,2982.6869312500
4-2,2025-01-01,57,09:30-09:40,2025-01-01 00:00:00,0,2025-01-01 09:40:00,1.1586000000,0.6000000000,0.0000000000,0.6000000000,7297.1521000000,4403.4802000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,482.2786500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2793.8402194500,2793.8402194500
4-2,2025-01-01,58,09:40-09:50,2025-01-01 00:00:00,0,2025-01-01 09:50:00,1.2464000000,0.6000000000,0.0000000000,0.6000000000,7313.1756000000,4624.7505000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,448.0708500000,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2792.3775372000,2792.3775372000
4-2,2025-01-01,59,09:50-10:00,2025-01-01 00:00:00,0,2025-01-01 10:00:00,1.3947000000,0.6000000000,0.0000000000,0.6000000000,7099.4600000000,4836.6375000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,377.1370833333,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2629.9654506250,2629.9654506250
4-2,2025-01-01,60,10:00-10:10,2025-01-01 00:00:00,0,2025-01-01 10:10:00,1.3761000000,0.6000000000,0.0000000000,0.6000000000,7125.5214000000,5080.7024000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,340.8031666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,2344.8961882500,2344.8961882500
4-2,2025-01-01,61,10:10-10:20,2025-01-01 00:00:00,0,2025-01-01 10:20:00,1.3294000000,0.6000000000,0.0000000000,0.6000000000,7096.3104000000,5338.7528000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,292.9262666667,0.0000000000,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000,1947.0808945333,1947.0808945333
